Trinity_protein	sseqid.x	evalue.x
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	1.31e-24
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	4.07e-23
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	5.05e-23
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	1.83e-22
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	2.21e-22
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	9.34e-22
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	1.97e-20
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	4.16e-20
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	5.19e-20
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	1.02e-19
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	7.24e-19
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	8.66e-19
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	3.03e-18
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	5.26e-17
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	2.1e-07
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	4.18e-07
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	3.01e-05
TRINITY_DN3486_c0_g1_i2	sp|Q86UE3|ZN546_HUMAN	0.43
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.83e-48
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.55e-46
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.08e-44
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	5.3e-42
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	4.74e-41
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	9.97e-41
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.42e-36
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.04e-31
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.48e-30
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	2.33e-25
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.85e-17
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	9.88e-16
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	8.39e-15
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	8.33e-14
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	3.87e-13
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	7.39e-10
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.95e-08
TRINITY_DN3486_c0_g1_i3	sp|Q32M78|ZN699_HUMAN	1.04e-07
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	1.92e-36
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	4.72e-35
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	1.04e-33
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	3.29e-32
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	1.92e-31
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	1.1e-30
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	4.21e-27
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	4.61e-22
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	6.3e-21
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	0.000571
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	0.005
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	0.02
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	0.067
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	0.11
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	1.2
TRINITY_DN3486_c0_g1_i13	sp|Q7TSI0|ZNF12_MOUSE	8.1
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	5.24e-39
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	1.74e-37
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	5.01e-37
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	8.27e-36
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	1.15e-35
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	2.91e-35
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	1.13e-34
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	3.45e-34
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	1.04e-33
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	2.07e-32
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	2.09e-30
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	3.1e-28
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	5.74e-27
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	4.85e-26
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	3.28e-23
TRINITY_DN3486_c0_g1_i5	sp|Q06732|ZN33B_HUMAN	0.002
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	4.21e-40
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	1.68e-28
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	2.48e-24
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	1.25e-22
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	3.88e-21
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	7.3e-21
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	4.46e-20
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	2.58e-18
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	3.46e-16
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	3.48e-16
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	3.16e-15
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	1e-14
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	3.83e-12
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	8.5e-12
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	7.81e-11
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	1.2e-09
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	2.53e-09
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	5.31e-06
TRINITY_DN3486_c0_g1_i8	sp|Q08ER8|ZN543_HUMAN	0.059
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	5.67e-46
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.72e-45
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	7.81e-42
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	2.31e-39
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.84e-38
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	7.45e-37
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	8.92e-32
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.27e-30
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.16e-28
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	2.03e-25
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.64e-17
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	6.14e-13
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	4.32e-12
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	3.49e-08
TRINITY_DN3486_c0_g1_i1	sp|Q32M78|ZN699_HUMAN	1.39e-05
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	7.53e-39
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	9.97e-37
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	1.58e-36
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	2.91e-36
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	3.3e-36
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	3.37e-34
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	8.53e-33
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	2.38e-32
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	3.38e-31
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	7.77e-29
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	7.15e-19
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	1.71e-13
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	0.028
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	0.041
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	0.2
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	0.56
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	2.5
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	3
TRINITY_DN3486_c0_g1_i10	sp|Q06732|ZN33B_HUMAN	6.6
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	1.51e-28
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	8.64e-24
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	1.84e-23
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	6.73e-21
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	5.85e-20
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	1.47e-12
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	3.78e-11
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	2.15e-07
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	1.21e-05
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	2.34e-05
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	0.000157
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	0.002
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	0.023
TRINITY_DN3486_c0_g1_i9	sp|Q96RE9|ZN300_HUMAN	0.049
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.1e-63
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.05e-58
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	6.15e-58
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.2e-57
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	5.2e-56
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	8.86e-53
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.51e-43
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.021
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.051
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.055
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.059
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.15
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.2
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.44
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	0.47
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.4
TRINITY_DN3486_c0_g1_i15	sp|Q6ZN57|ZFP2_HUMAN	1.5
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	5.73e-20
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	2.18e-18
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	4.17e-17
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	6.67e-17
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	3.65e-16
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	5.09e-16
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	5.19e-16
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	1.05e-15
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	1.32e-15
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	4.23e-15
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	5.62e-15
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	1.01e-14
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	1.02e-13
TRINITY_DN3486_c0_g2_i1	sp|P17019|ZN708_HUMAN	6.37e-09
TRINITY_DN3496_c0_g1_i2	sp|Q7Z1E6|CALR_BOMMO	1.17e-175
TRINITY_DN3496_c0_g1_i1	sp|Q7Z1E6|CALR_BOMMO	3e-174
TRINITY_DN3426_c0_g1_i1	sp|P33610|PRI2_MOUSE	3.28e-143
TRINITY_DN3435_c0_g4_i1	sp|Q6DRC4|EIF3G_DANRE	1.95e-41
TRINITY_DN3435_c0_g4_i2	sp|Q6DRC4|EIF3G_DANRE	3.64e-96
TRINITY_DN3409_c0_g1_i1	sp|Q4W946|ENCD_ASPFU	3.02e-32
TRINITY_DN3409_c0_g1_i2	sp|Q4W946|ENCD_ASPFU	1.78e-21
TRINITY_DN3409_c0_g1_i2	sp|Q4W946|ENCD_ASPFU	2
TRINITY_DN3445_c0_g1_i2	sp|Q24368|ISWI_DROME	9.13e-39
TRINITY_DN3473_c1_g1_i1	sp|P23398|UBIQP_STRPU	1e-45
TRINITY_DN3473_c1_g1_i1	sp|P23398|UBIQP_STRPU	1.3e-32
TRINITY_DN3473_c0_g1_i2	sp|Q8SWD4|UBIQ_ENCCU	1.17e-29
TRINITY_DN3473_c0_g1_i1	sp|P23398|UBIQP_STRPU	9.95e-66
TRINITY_DN3473_c0_g1_i1	sp|P23398|UBIQP_STRPU	7.4e-27
TRINITY_DN3473_c0_g1_i1	sp|P23398|UBIQP_STRPU	1.27e-13
TRINITY_DN3473_c1_g2_i1	sp|P49632|RL40_CAEEL	1.59e-11
TRINITY_DN3462_c0_g1_i1	sp|Q6GVM3|IF1AY_PANTR	2.01e-50
TRINITY_DN3410_c0_g1_i1	sp|Q13435|SF3B2_HUMAN	0
TRINITY_DN3410_c0_g1_i2	sp|Q13435|SF3B2_HUMAN	0
TRINITY_DN3476_c0_g2_i2	sp|Q54P04|RPB7_DICDI	1.74e-24
TRINITY_DN3476_c0_g2_i1	sp|Q54P04|RPB7_DICDI	1.91e-24
TRINITY_DN3400_c0_g1_i2	sp|Q9JJL8|SYSM_MOUSE	4.46e-105
TRINITY_DN3400_c0_g1_i1	sp|Q9JJL8|SYSM_MOUSE	5.04e-105
TRINITY_DN3400_c0_g1_i4	sp|Q9JJL8|SYSM_MOUSE	1.82e-79
TRINITY_DN3459_c0_g1_i10	sp|A5D6U8|ACP7_DANRE	2.06e-163
TRINITY_DN3459_c0_g1_i8	sp|A5D6U8|ACP7_DANRE	2.06e-163
TRINITY_DN3459_c0_g1_i4	sp|A5D6U8|ACP7_DANRE	4.02e-104
TRINITY_DN3459_c0_g1_i1	sp|A5D6U8|ACP7_DANRE	2.06e-163
TRINITY_DN3459_c0_g1_i9	sp|A5D6U8|ACP7_DANRE	6.57e-104
TRINITY_DN3471_c0_g1_i1	sp|Q5W262|PIGJ_SERS3	0.29
TRINITY_DN3471_c0_g1_i2	sp|Q5W262|PIGJ_SERS3	0.31
TRINITY_DN3471_c0_g1_i3	sp|Q5W262|PIGJ_SERS3	0.29
TRINITY_DN3467_c0_g1_i1	sp|P06605|TBA3_DROME	3.08e-56
TRINITY_DN3451_c0_g1_i3	sp|Q54C49|EIF3F_DICDI	3.19e-40
TRINITY_DN3451_c0_g1_i8	sp|Q54C49|EIF3F_DICDI	1.3e-40
TRINITY_DN3451_c0_g1_i5	sp|Q54C49|EIF3F_DICDI	3.99e-40
TRINITY_DN3451_c0_g1_i10	sp|Q54C49|EIF3F_DICDI	1.3e-40
TRINITY_DN3451_c0_g1_i1	sp|Q54C49|EIF3F_DICDI	2.76e-40
TRINITY_DN3451_c0_g1_i7	sp|Q54C49|EIF3F_DICDI	1.44e-40
TRINITY_DN3451_c0_g1_i4	sp|Q54C49|EIF3F_DICDI	3.02e-40
TRINITY_DN3489_c0_g1_i1	sp|Q91Y78|UCHL3_RAT	3.78e-78
TRINITY_DN3489_c0_g1_i2	sp|Q91Y78|UCHL3_RAT	3.97e-78
TRINITY_DN3489_c0_g1_i4	sp|Q91Y78|UCHL3_RAT	5.58e-82
TRINITY_DN3450_c0_g1_i6	sp|Q9D753|EXOS8_MOUSE	1.31e-74
TRINITY_DN3450_c0_g1_i1	sp|Q2KHU3|EXOS8_BOVIN	7.46e-77
TRINITY_DN3450_c0_g1_i2	sp|Q9D753|EXOS8_MOUSE	1.3e-74
TRINITY_DN3450_c0_g1_i3	sp|Q2KHU3|EXOS8_BOVIN	7.17e-72
TRINITY_DN3450_c0_g1_i7	sp|Q2KHU3|EXOS8_BOVIN	7.43e-77
TRINITY_DN3491_c0_g1_i1	sp|P08991|H2AV_STRPU	7.33e-65
TRINITY_DN3480_c0_g1_i1	sp|O95243|MBD4_HUMAN	3.07e-59
TRINITY_DN3480_c0_g1_i15	sp|O95243|MBD4_HUMAN	8.97e-60
TRINITY_DN3480_c0_g1_i15	sp|O95243|MBD4_HUMAN	3.11e-06
TRINITY_DN3480_c0_g1_i16	sp|O95243|MBD4_HUMAN	5.76e-61
TRINITY_DN3480_c0_g1_i16	sp|O95243|MBD4_HUMAN	1.28e-06
TRINITY_DN3480_c0_g1_i4	sp|O95243|MBD4_HUMAN	8.76e-60
TRINITY_DN3480_c0_g1_i4	sp|O95243|MBD4_HUMAN	3.05e-06
TRINITY_DN3480_c0_g1_i13	sp|O95243|MBD4_HUMAN	8.24e-60
TRINITY_DN3480_c0_g1_i13	sp|O95243|MBD4_HUMAN	2.9e-06
TRINITY_DN3480_c0_g1_i6	sp|O95243|MBD4_HUMAN	8.24e-60
TRINITY_DN3480_c0_g1_i6	sp|O95243|MBD4_HUMAN	2.9e-06
TRINITY_DN3493_c0_g1_i3	sp|P49762|DOA_DROME	0
TRINITY_DN3493_c0_g1_i2	sp|P49762|DOA_DROME	0
TRINITY_DN3493_c0_g1_i1	sp|P49762|DOA_DROME	0
TRINITY_DN3415_c0_g1_i1	sp|Q9GV27|EIF3H_BOMMO	6.9e-147
TRINITY_DN3430_c0_g1_i2	sp|O69060|HTXA_PSEST	0.097
TRINITY_DN3430_c0_g1_i3	sp|O69060|HTXA_PSEST	0.11
TRINITY_DN3430_c0_g1_i1	sp|O69060|HTXA_PSEST	0.11
TRINITY_DN57363_c0_g1_i1	sp|Q96KQ7|EHMT2_HUMAN	4.24e-41
TRINITY_DN57363_c0_g1_i1	sp|Q96KQ7|EHMT2_HUMAN	1.67e-10
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	5.45e-17
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	2.28e-14
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	7.58e-11
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	8.19e-09
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	1.04e-08
TRINITY_DN57382_c0_g1_i1	sp|Q15034|HERC3_HUMAN	2.63e-06
TRINITY_DN57374_c0_g1_i1	sp|Q6GN40|CNPY3_XENLA	0.078
TRINITY_DN57362_c0_g1_i1	sp|O88307|SORL_MOUSE	3.54e-17
TRINITY_DN41019_c0_g1_i2	sp|O94387|YGSA_SCHPO	2.36e-29
TRINITY_DN41077_c0_g1_i1	sp|Q1KLR6|BACE1_CAVPO	9.7
TRINITY_DN41011_c0_g1_i1	sp|Q1JQD7|MOCS1_BOVIN	1.79e-31
TRINITY_DN41007_c0_g1_i1	sp|P46198|IF2M_BOVIN	1.02e-86
TRINITY_DN41072_c0_g1_i1	sp|Q9UBL9|P2RX2_HUMAN	7.76e-18
TRINITY_DN48224_c0_g1_i1	sp|P49792|RBP2_HUMAN	1.48e-15
TRINITY_DN48224_c0_g1_i1	sp|P49792|RBP2_HUMAN	1.65e-13
TRINITY_DN48224_c0_g1_i1	sp|P49792|RBP2_HUMAN	2.84e-10
TRINITY_DN48224_c0_g1_i1	sp|P49792|RBP2_HUMAN	6.38e-10
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	4.02e-10
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	1.95e-09
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	3.58e-09
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	6.75e-09
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	8.61e-09
TRINITY_DN48251_c0_g1_i1	sp|Q7RTR2|NLRC3_HUMAN	3.49e-07
TRINITY_DN23991_c0_g1_i1	sp|Q9CQS5|RIOK2_MOUSE	1.85e-149
TRINITY_DN23919_c0_g1_i1	sp|Q5A893|CAPZA_CANAL	7.4
TRINITY_DN23919_c0_g1_i2	sp|Q5A893|CAPZA_CANAL	6.9
TRINITY_DN23943_c0_g2_i1	sp|Q9D485|EFHC2_MOUSE	2.37e-14
TRINITY_DN23943_c0_g1_i2	sp|Q9D9T8|EFHC1_MOUSE	7.93e-53
TRINITY_DN23943_c0_g1_i2	sp|Q9D9T8|EFHC1_MOUSE	0.000682
TRINITY_DN23943_c0_g1_i4	sp|Q9D9T8|EFHC1_MOUSE	8.18e-53
TRINITY_DN23943_c0_g1_i4	sp|Q9D9T8|EFHC1_MOUSE	0.000685
TRINITY_DN23908_c0_g1_i1	sp|Q3MIE0|ECHD3_RAT	9.59e-19
TRINITY_DN23948_c0_g1_i1	sp|P9WLZ3|Y1367_MYCTU	4.3e-24
TRINITY_DN23948_c0_g1_i3	sp|P9WLZ3|Y1367_MYCTU	4.12e-24
TRINITY_DN23904_c0_g1_i2	sp|Q9EPU0|RENT1_MOUSE	5.9e-62
TRINITY_DN23904_c0_g1_i1	sp|Q9EPU0|RENT1_MOUSE	6.16e-62
TRINITY_DN23920_c0_g3_i1	sp|Q8IY21|DDX60_HUMAN	1.12e-40
TRINITY_DN23920_c0_g2_i1	sp|Q8IY21|DDX60_HUMAN	2.4e-57
TRINITY_DN23920_c0_g2_i4	sp|Q8IY21|DDX60_HUMAN	5.2e-57
TRINITY_DN23920_c0_g2_i3	sp|Q8IY21|DDX60_HUMAN	7.76e-57
TRINITY_DN23920_c0_g2_i2	sp|Q8IY21|DDX60_HUMAN	1.52e-57
TRINITY_DN23920_c0_g1_i1	sp|Q8IY21|DDX60_HUMAN	5.53e-21
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	1.23e-25
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	4.1e-23
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	4.54e-21
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	9.88e-18
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	1.49e-13
TRINITY_DN23938_c0_g1_i1	sp|Q9SIC9|PP178_ARATH	4.36e-06
TRINITY_DN23930_c0_g1_i1	sp|Q800A0|CATE_LITCT	7.85e-42
TRINITY_DN23928_c0_g2_i1	sp|Q8GUL2|MOS14_ARATH	1.32e-24
TRINITY_DN23928_c0_g1_i1	sp|Q6P2B1|TNPO3_MOUSE	6.67e-12
TRINITY_DN23925_c0_g1_i1	sp|O09053|WRN_MOUSE	2.38e-20
TRINITY_DN23925_c0_g1_i2	sp|O09053|WRN_MOUSE	2.23e-20
TRINITY_DN23993_c0_g1_i1	sp|Q9M907|PP217_ARATH	1.12e-07
TRINITY_DN23905_c0_g2_i1	sp|Q69Z36|MEX3B_MOUSE	2.75e-15
TRINITY_DN23940_c0_g1_i1	sp|Q6P9U1|NUD22_RAT	1.2e-38
TRINITY_DN23976_c0_g1_i1	sp|Q8TAT5|NEIL3_HUMAN	7.32e-78
TRINITY_DN23932_c0_g1_i1	sp|Q80W93|HYDIN_MOUSE	2.1e-05
TRINITY_DN23932_c0_g1_i1	sp|Q80W93|HYDIN_MOUSE	0.12
TRINITY_DN23932_c0_g2_i1	sp|Q80W93|HYDIN_MOUSE	2.27e-21
TRINITY_DN23916_c0_g1_i1	sp|Q505D1|ANR28_MOUSE	1.22e-17
TRINITY_DN23916_c0_g1_i1	sp|Q505D1|ANR28_MOUSE	7.21e-10
TRINITY_DN23916_c0_g1_i1	sp|Q505D1|ANR28_MOUSE	4.29e-08
