"Trinity_protein" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" "TRINITY_DN21464_c0_g1_i1" "tr|A0A1Q9E613|A0A1Q9E613_SYMMI" 38.298 611 346 10 801 2570 567 1167 6.69e-116 382
"7616" "TRINITY_DN14227_c0_g1_i1" "tr|A0A1Q9DY15|A0A1Q9DY15_SYMMI" 45.536 112 60 1 229 564 106 216 4.62e-17 87.8
"7617" "TRINITY_DN14227_c0_g1_i3" "tr|A0A1Q9DY15|A0A1Q9DY15_SYMMI" 27.97 404 240 11 1005 2072 296 696 5.72e-22 103
"7618" "TRINITY_DN14227_c0_g1_i3" "tr|A0A1Q9DY15|A0A1Q9DY15_SYMMI" 45.536 112 60 1 240 575 106 216 3.45e-17 87.8
"7619" "TRINITY_DN14227_c0_g1_i4" "tr|A0A1Q9DY15|A0A1Q9DY15_SYMMI" 27.97 404 240 11 1005 2072 296 696 7.8e-22 103
"7620" "TRINITY_DN14227_c0_g1_i4" "tr|A0A1Q9DY15|A0A1Q9DY15_SYMMI" 45.536 112 60 1 240 575 106 216 4.56e-17 87.8
"7621" "TRINITY_DN14282_c0_g2_i3" "tr|A0A1Q9CJB3|A0A1Q9CJB3_SYMMI" 26.592 267 165 9 1583 834 40 292 1.27e-12 70.1
"7622" "TRINITY_DN14282_c0_g2_i2" "tr|A0A1Q9CJB3|A0A1Q9CJB3_SYMMI" 26.592 267 165 9 1583 834 40 292 1.78e-12 69.7
"7623" "TRINITY_DN14216_c0_g1_i1" "tr|A0A1Q9D5B9|A0A1Q9D5B9_SYMMI" 35 200 122 4 184 777 1424 1617 6.6e-26 115
"7624" "TRINITY_DN14216_c0_g1_i2" "tr|A0A1Q9D5B9|A0A1Q9D5B9_SYMMI" 35 200 122 4 184 777 1424 1617 4.53e-26 115
"7625" "TRINITY_DN14216_c0_g1_i6" "tr|A0A1Q9D5B9|A0A1Q9D5B9_SYMMI" 35 200 122 4 184 777 1424 1617 6.6e-26 115
"7626" "TRINITY_DN14284_c0_g1_i2" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 2.63e-13 70.1
"7627" "TRINITY_DN14284_c0_g1_i1" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 7.6e-13 70.1
"7628" "TRINITY_DN14284_c0_g1_i9" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 7.73e-13 70.1
"7629" "TRINITY_DN14284_c0_g1_i5" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 8.73e-13 70.1
"7630" "TRINITY_DN14284_c0_g1_i3" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 48.611 72 33 2 170 373 141 212 9.06e-14 72.8
"7631" "TRINITY_DN14284_c0_g1_i7" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 48.611 72 33 2 170 373 141 212 1.04e-13 72.8
"7632" "TRINITY_DN14284_c0_g1_i8" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 6.87e-13 70.1
"7633" "TRINITY_DN14284_c0_g1_i6" "tr|A0A1Q9C255|A0A1Q9C255_SYMMI" 49.275 69 31 2 197 391 144 212 7.9e-13 70.1
"7634" "TRINITY_DN14283_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 42.105 95 50 3 423 145 433 524 6.44e-13 72.8
"7635" "TRINITY_DN14283_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 39.286 112 64 4 462 139 444 555 2.15e-12 71.2
"7636" "TRINITY_DN14239_c0_g2_i7" "tr|A0A1Q9D0A5|A0A1Q9D0A5_SYMMI" 35.246 122 70 3 833 1174 658 778 1.76e-15 79.7
"7637" "TRINITY_DN14263_c0_g1_i1" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2371 1085 97 520 0 602
"7638" "TRINITY_DN14263_c0_g1_i3" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2377 1091 97 520 0 602
"7639" "TRINITY_DN14263_c0_g1_i9" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2311 1025 97 520 0 602
"7640" "TRINITY_DN14263_c0_g1_i6" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2528 1242 97 520 0 602
"7641" "TRINITY_DN14263_c0_g1_i7" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2502 1216 97 520 0 602
"7642" "TRINITY_DN14263_c0_g1_i2" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2444 1158 97 520 0 602
"7643" "TRINITY_DN14263_c0_g1_i8" "tr|A0A1Q9DCZ5|A0A1Q9DCZ5_SYMMI" 69.464 429 126 1 2547 1261 97 520 0 602
"7644" "TRINITY_DN285_c3_g1_i1" "tr|A0A1Q9E546|A0A1Q9E546_SYMMI" 47.305 167 79 3 1415 924 5 165 3.22e-38 149
"7645" "TRINITY_DN220_c0_g2_i1" "tr|F6K4X5|F6K4X5_LINPO" 75.208 480 119 0 2265 826 2 481 1.43e-180 548
"7646" "TRINITY_DN220_c1_g1_i1" "tr|A5H1Q3|A5H1Q3_9DINO" 55.721 201 89 0 708 106 42 242 2.6e-56 192
"7647" "TRINITY_DN217_c0_g1_i1" "tr|A0A1Q9CGE4|A0A1Q9CGE4_SYMMI" 64.706 238 84 0 1109 396 79 316 8.08e-106 323
"7648" "TRINITY_DN217_c0_g3_i1" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 52.288 153 72 1 748 293 4 156 1.2e-40 138
"7649" "TRINITY_DN217_c1_g1_i7" "tr|A0A1Q9DJY5|A0A1Q9DJY5_SYMMI" 27.962 211 110 7 71 613 4 202 9.79e-11 64.3
"7650" "TRINITY_DN217_c0_g5_i1" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 52.288 153 71 1 903 451 4 156 2.4e-51 167
"7651" "TRINITY_DN217_c0_g5_i2" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 52.288 153 71 1 928 476 4 156 4.77e-51 167
"7652" "TRINITY_DN217_c0_g2_i2" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 929 456 2 156 3.34e-50 165
"7653" "TRINITY_DN217_c0_g2_i7" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 997 524 2 156 6.36e-50 165
"7654" "TRINITY_DN217_c0_g2_i3" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 717 244 2 156 3.92e-51 165
"7655" "TRINITY_DN217_c0_g2_i4" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 1368 895 2 156 1.24e-48 165
"7656" "TRINITY_DN217_c0_g2_i6" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 910 437 2 156 2.81e-50 165
"7657" "TRINITY_DN217_c0_g2_i5" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 791 318 2 156 8.43e-51 165
"7658" "TRINITY_DN217_c0_g2_i9" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 1277 804 2 156 6.38e-49 165
"7659" "TRINITY_DN217_c0_g2_i1" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 1122 649 2 156 1.91e-49 165
"7660" "TRINITY_DN217_c0_g2_i8" "tr|A0A1Q9CVT8|A0A1Q9CVT8_SYMMI" 54.088 159 68 2 1294 821 2 156 7.29e-49 165
"7661" "TRINITY_DN294_c0_g1_i8" "tr|A0A1Q9F310|A0A1Q9F310_SYMMI" 44.444 207 109 2 1108 503 96 301 1.28e-57 192
"7662" "TRINITY_DN294_c0_g1_i7" "tr|A0A1Q9F310|A0A1Q9F310_SYMMI" 44.444 207 109 2 1124 519 96 301 1.46e-57 192
"7663" "TRINITY_DN294_c0_g1_i9" "tr|A0A1Q9F310|A0A1Q9F310_SYMMI" 44.444 207 109 2 1100 495 96 301 1.18e-57 192
"7664" "TRINITY_DN294_c0_g1_i3" "tr|A0A1Q9F310|A0A1Q9F310_SYMMI" 44.444 207 109 2 1100 495 96 301 1.18e-57 192
"7665" "TRINITY_DN294_c0_g1_i4" "tr|A0A1Q9F310|A0A1Q9F310_SYMMI" 44.444 207 109 2 1102 497 96 301 1.21e-57 192
"7666" "TRINITY_DN238_c1_g1_i1" "tr|F8QQK4|F8QQK4_AMPCA" 70.833 120 35 0 100 459 1 120 1.58e-50 160
"7667" "TRINITY_DN238_c0_g1_i26" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 1513 812 810 1042 2.3e-18 91.7
"7668" "TRINITY_DN238_c0_g1_i22" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 1529 828 810 1042 2.33e-18 91.7
"7669" "TRINITY_DN238_c0_g1_i21" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 1529 828 810 1042 4.09e-18 91.7
"7670" "TRINITY_DN238_c0_g1_i34" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 2104 1403 810 1042 4.44e-18 91.7
"7671" "TRINITY_DN238_c0_g1_i1" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 1513 812 810 1042 4.06e-18 91.7
"7672" "TRINITY_DN238_c0_g1_i8" "tr|A0A1Q9C9Y5|A0A1Q9C9Y5_SYMMI" 25.794 252 150 5 2093 1392 810 1042 4.42e-18 91.7
"7673" "TRINITY_DN288_c1_g1_i2" "tr|A0A1Q9EN92|A0A1Q9EN92_SYMMI" 37.379 206 111 4 1375 770 5 196 2.44e-37 143
"7674" "TRINITY_DN288_c1_g1_i1" "tr|A0A1Q9EN92|A0A1Q9EN92_SYMMI" 37.379 206 111 4 1363 758 5 196 2.28e-37 143
"7675" "TRINITY_DN288_c0_g2_i3" "tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI" 34.228 298 171 6 2973 2089 127 402 1.64e-45 181
"7676" "TRINITY_DN288_c0_g2_i7" "tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI" 34.228 298 171 6 2996 2112 127 402 1.66e-45 181
"7677" "TRINITY_DN288_c0_g2_i5" "tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI" 34.228 298 171 6 2994 2110 127 402 1.66e-45 181
"7678" "TRINITY_DN288_c0_g2_i1" "tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI" 34.228 298 171 6 2971 2087 127 402 1.63e-45 181
"7679" "TRINITY_DN288_c0_g2_i6" "tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI" 34.228 298 171 6 2997 2113 127 402 1.67e-45 181
"7680" "TRINITY_DN266_c1_g1_i3" "tr|A0A1Q9CZQ5|A0A1Q9CZQ5_SYMMI" 45.098 357 173 8 3 1055 344 683 3.69e-77 272
"7681" "TRINITY_DN266_c1_g1_i5" "tr|A0A1Q9CZQ5|A0A1Q9CZQ5_SYMMI" 45.257 369 182 8 2929 1832 332 683 1.69e-77 281
"7682" "TRINITY_DN266_c1_g1_i5" "tr|A0A1Q9CZQ5|A0A1Q9CZQ5_SYMMI" 45.098 357 173 8 3 1055 344 683 9.34e-75 272
"7683" "TRINITY_DN266_c0_g2_i1" "tr|A0A1Q9DLK3|A0A1Q9DLK3_SYMMI" 63.717 113 41 0 983 645 363 475 1.8e-39 156
"7684" "TRINITY_DN266_c0_g2_i2" "tr|A0A1Q9DLK3|A0A1Q9DLK3_SYMMI" 63.717 113 41 0 784 446 363 475 1.22e-39 156
"7685" "TRINITY_DN293_c0_g1_i1" "tr|F8QQM3|F8QQM3_AMPCA" 47.612 691 336 11 2739 700 2 677 2.37e-178 537
"7686" "TRINITY_DN293_c0_g1_i3" "tr|F8QQM3|F8QQM3_AMPCA" 47.178 691 339 11 2739 700 2 677 2.7e-176 531
"7687" "TRINITY_DN219_c0_g1_i6" "tr|A0A1Q9F708|A0A1Q9F708_SYMMI" 50.98 102 42 3 114 416 57 151 7.75e-21 100
"7688" "TRINITY_DN219_c0_g1_i1" "tr|A0A1Q9F708|A0A1Q9F708_SYMMI" 50.98 102 42 3 114 416 57 151 7.57e-21 100
"7689" "TRINITY_DN219_c0_g1_i7" "tr|A0A1Q9F708|A0A1Q9F708_SYMMI" 50.98 102 42 3 114 416 57 151 7.19e-21 100
"7690" "TRINITY_DN286_c0_g1_i3" "sp|A8I1Q0|CALM_HETTR" 42.105 171 67 4 869 360 5 144 2.6e-37 131
"7691" "TRINITY_DN286_c0_g1_i2" "tr|A0A1Q9CKL8|A0A1Q9CKL8_SYMMI" 48.592 142 68 3 776 360 5 144 1.05e-40 139
"7692" "TRINITY_DN286_c0_g1_i1" "tr|A0A1Q9CKL8|A0A1Q9CKL8_SYMMI" 48.592 142 68 3 776 360 5 144 1.18e-40 139
"7693" "TRINITY_DN292_c0_g1_i2" "tr|A0A0F7C9L8|A0A0F7C9L8_9DINO" 41.449 497 261 8 1937 519 24 514 9.55e-123 377
"7694" "TRINITY_DN292_c0_g1_i1" "tr|A0A0F7C9L8|A0A0F7C9L8_9DINO" 41.551 503 245 9 1898 519 18 514 1.93e-120 372
"7695" "TRINITY_DN254_c0_g1_i6" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 464 832 23 147 1.48e-19 91.3
"7696" "TRINITY_DN254_c0_g1_i7" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 403 771 23 147 1e-19 91.3
"7697" "TRINITY_DN254_c0_g1_i10" "tr|A0A1Q9EVL9|A0A1Q9EVL9_SYMMI" 46.726 336 172 4 2327 1338 388 722 3.06e-81 281
"7698" "TRINITY_DN254_c0_g1_i5" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 258 626 23 147 3.35e-20 91.3
"7699" "TRINITY_DN254_c0_g1_i2" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 311 679 23 147 5.14e-20 91.3
"7700" "TRINITY_DN254_c0_g1_i3" "tr|A0A1Q9EVL9|A0A1Q9EVL9_SYMMI" 46.726 336 172 4 1890 901 388 722 1.61e-82 281
"7701" "TRINITY_DN254_c0_g1_i4" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 503 871 23 147 1.88e-19 91.3
"7702" "TRINITY_DN254_c0_g1_i11" "tr|A0A1Q9D0S9|A0A1Q9D0S9_SYMMI" 37.6 125 76 1 534 902 23 147 2.23e-19 91.3
"7703" "TRINITY_DN205_c0_g1_i4" "tr|A0A1Q9CY21|A0A1Q9CY21_SYMMI" 65.126 238 83 0 829 116 26 263 3.16e-116 343
"7704" "TRINITY_DN205_c0_g1_i2" "tr|A0A1Q9CY21|A0A1Q9CY21_SYMMI" 66.807 238 79 0 865 152 26 263 1.55e-117 347
"7705" "TRINITY_DN205_c0_g1_i3" "tr|A0A1Q9CY21|A0A1Q9CY21_SYMMI" 66.807 238 79 0 827 114 26 263 9.56e-118 347
"7706" "TRINITY_DN205_c0_g1_i5" "tr|A0A1Q9CY21|A0A1Q9CY21_SYMMI" 66.383 235 79 0 856 152 29 263 9.07e-115 340
"7707" "TRINITY_DN205_c0_g1_i1" "tr|A0A1Q9CY21|A0A1Q9CY21_SYMMI" 66.383 235 79 0 818 114 29 263 5.61e-115 340
"7708" "TRINITY_DN299_c0_g1_i5" "tr|A7YXE9|A7YXE9_AMPCA" 66.667 54 18 0 175 14 17 70 1.59e-18 75.5
"7709" "TRINITY_DN299_c0_g1_i1" "tr|F8QQI7|F8QQI7_KARVE" 72.222 90 25 0 675 406 17 106 2.05e-38 132
"7710" "TRINITY_DN299_c0_g1_i2" "tr|F8QQI7|F8QQI7_KARVE" 75 116 29 0 509 162 17 132 1.79e-41 138
"7711" "TRINITY_DN299_c0_g1_i4" "tr|F8QQI7|F8QQI7_KARVE" 68.519 54 17 0 175 14 17 70 2.73e-18 75.1
"7712" "TRINITY_DN299_c0_g1_i3" "tr|F8QQI7|F8QQI7_KARVE" 72.222 90 25 0 794 525 17 106 5.86e-38 132
"7713" "TRINITY_DN299_c0_g1_i7" "tr|F8QQI7|F8QQI7_KARVE" 74.561 114 29 0 509 168 17 130 7.92e-40 133
"7714" "TRINITY_DN255_c1_g2_i2" "tr|A0A1Q9D779|A0A1Q9D779_SYMMI" 32.298 161 93 4 1457 984 2796 2943 3.49e-11 68.2
"7715" "TRINITY_DN255_c1_g2_i1" "tr|A0A1Q9D779|A0A1Q9D779_SYMMI" 32.335 167 97 4 1475 984 2790 2943 7.04e-13 73.6
"7716" "TRINITY_DN255_c0_g2_i4" "tr|F8QQM1|F8QQM1_AMPCA" 27.152 151 95 3 2622 2212 8 157 3.55e-11 63.9
"7717" "TRINITY_DN255_c0_g3_i1" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 34.118 255 118 13 1433 708 87 304 1.91e-21 97.8
"7718" "TRINITY_DN236_c0_g1_i7" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 29.101 189 123 7 571 38 391 579 5.51e-18 82.8
"7719" "TRINITY_DN236_c0_g1_i7" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.333 135 84 5 403 17 391 525 1.5e-16 78.6
"7720" "TRINITY_DN236_c0_g1_i7" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 35.455 110 68 3 337 17 387 496 1.79e-15 75.5
"7721" "TRINITY_DN236_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.333 135 84 5 403 17 391 525 2.79e-16 77.8
"7722" "TRINITY_DN236_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 35.455 110 68 3 337 17 387 496 3.13e-15 74.7
"7723" "TRINITY_DN236_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 28.931 159 107 5 475 17 396 554 2.56e-14 72.4
"7724" "TRINITY_DN236_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 28.777 139 90 5 427 38 441 579 6.19e-12 62
"7725" "TRINITY_DN236_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 35.294 34 21 1 536 438 404 437 6.19e-12 26.9
"7726" "TRINITY_DN232_c1_g1_i5" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.07e-111 332
"7727" "TRINITY_DN232_c1_g1_i4" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.47e-112 332
"7728" "TRINITY_DN232_c1_g1_i3" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.18e-111 332
"7729" "TRINITY_DN232_c1_g1_i6" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.74e-112 332
"7730" "TRINITY_DN232_c1_g1_i1" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.53e-111 332
"7731" "TRINITY_DN232_c1_g1_i2" "tr|F2WQ34|F2WQ34_KARVE" 61.382 246 93 2 125 862 32 275 1.35e-111 332
"7732" "TRINITY_DN216_c0_g1_i3" "tr|A0A1Q9DM50|A0A1Q9DM50_SYMMI" 43.373 83 34 2 304 549 3 73 3.95e-14 72.8
"7733" "TRINITY_DN216_c0_g1_i4" "tr|A0A1Q9DM50|A0A1Q9DM50_SYMMI" 43.373 83 34 2 304 549 3 73 3.05e-14 72.8
"7734" "TRINITY_DN216_c0_g1_i1" "tr|A0A1Q9DM50|A0A1Q9DM50_SYMMI" 43.373 83 34 2 304 549 3 73 3.63e-14 72.8
"7735" "TRINITY_DN216_c0_g1_i5" "tr|A0A1Q9DM50|A0A1Q9DM50_SYMMI" 43.373 83 34 2 304 549 3 73 2.94e-14 72.8
"7736" "TRINITY_DN216_c0_g1_i2" "tr|A0A1Q9DM50|A0A1Q9DM50_SYMMI" 43.373 83 34 2 304 549 3 73 5.19e-14 72.8
"7737" "TRINITY_DN298_c2_g2_i1" "tr|A0A1Q9F7N3|A0A1Q9F7N3_SYMMI" 29.528 254 166 5 743 3 40 287 8.89e-27 112
"7738" "TRINITY_DN274_c0_g1_i1" "tr|A0A1Q9ENY4|A0A1Q9ENY4_SYMMI" 32.203 295 190 6 354 1220 410 700 6.64e-40 161
"7739" "TRINITY_DN263_c0_g3_i1" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 64.22 109 39 0 456 130 26 134 1.37e-46 150
"7740" "TRINITY_DN263_c0_g1_i7" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 568 251 28 133 5.12e-42 140
"7741" "TRINITY_DN263_c0_g1_i6" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 642 325 28 133 1.11e-41 140
"7742" "TRINITY_DN263_c0_g1_i10" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 520 203 28 133 3.06e-42 140
"7743" "TRINITY_DN263_c0_g1_i2" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 631 314 28 133 9.81e-42 140
"7744" "TRINITY_DN263_c0_g1_i4" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 515 198 28 133 2.87e-42 140
"7745" "TRINITY_DN263_c0_g1_i8" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 512 195 28 133 2.77e-42 140
"7746" "TRINITY_DN263_c0_g1_i9" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 547 230 28 133 4.1e-42 140
"7747" "TRINITY_DN263_c0_g1_i3" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 652 335 28 133 1.21e-41 140
"7748" "TRINITY_DN263_c0_g1_i1" "tr|A0A1Q9CRQ6|A0A1Q9CRQ6_SYMMI" 60.377 106 42 0 498 181 28 133 2.43e-42 140
"7749" "TRINITY_DN208_c0_g4_i1" "tr|E8Z6K8|E8Z6K8_PFIPI" 48.663 187 90 2 1271 726 26 211 3.32e-58 199
"7750" "TRINITY_DN271_c0_g1_i8" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 28.175 252 150 10 884 165 68 300 4.03e-18 87.4
"7751" "TRINITY_DN271_c0_g1_i7" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 27.888 251 150 10 881 165 69 300 6.54e-18 86.3
"7752" "TRINITY_DN271_c0_g1_i6" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 28.626 262 146 11 915 166 68 300 3.27e-19 89.4
"7753" "TRINITY_DN271_c0_g1_i5" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 28.626 262 146 11 979 230 68 300 7.64e-19 89.4
"7754" "TRINITY_DN271_c0_g1_i1" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 28.352 261 146 11 976 230 69 300 1.91e-18 88.6
"7755" "TRINITY_DN271_c0_g1_i4" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 28.458 253 148 11 950 231 68 300 2.12e-18 87
"7756" "TRINITY_DN231_c0_g1_i2" "tr|A0A1Q9ENJ4|A0A1Q9ENJ4_SYMMI" 76.364 55 13 0 233 69 2319 2373 3.07e-23 99.4
"7757" "TRINITY_DN231_c0_g1_i2" "tr|A0A1Q9ENJ4|A0A1Q9ENJ4_SYMMI" 62.295 61 20 1 670 497 2258 2318 1.66e-14 73.9
"7758" "TRINITY_DN231_c0_g1_i1" "tr|A7WQI7|A7WQI7_OXYMA" 71.698 106 30 0 389 72 4 109 1.65e-53 166
"7759" "TRINITY_DN201_c0_g2_i3" "tr|A7WQF9|A7WQF9_OXYMA" 46.224 331 159 9 80 1048 1 320 1.04e-86 272
"7760" "TRINITY_DN201_c0_g2_i2" "tr|A7WQF9|A7WQF9_OXYMA" 46.224 331 159 9 80 1048 1 320 1.19e-86 272
"7761" "TRINITY_DN201_c0_g2_i1" "tr|A7WQF9|A7WQF9_OXYMA" 46.224 331 159 9 80 1048 1 320 6.6e-86 272
"7762" "TRINITY_DN201_c0_g1_i2" "tr|A7WQ37|A7WQ37_NOCSC" 44.985 329 163 7 114 1085 22 337 1.79e-84 265
"7763" "TRINITY_DN201_c0_g1_i5" "tr|A7WQ37|A7WQ37_NOCSC" 45.897 329 160 7 135 1106 22 337 8.57e-87 270
"7764" "TRINITY_DN201_c0_g1_i1" "tr|A7WQ37|A7WQ37_NOCSC" 45.897 329 160 7 114 1085 22 337 6.95e-87 270
"7765" "TRINITY_DN201_c0_g1_i4" "tr|A7WQ37|A7WQ37_NOCSC" 44.985 329 163 7 135 1106 22 337 2.19e-84 265
"7766" "TRINITY_DN201_c0_g1_i6" "tr|A7WQ37|A7WQ37_NOCSC" 45.897 329 160 7 114 1085 22 337 1.46e-86 270
"7767" "TRINITY_DN201_c0_g1_i3" "tr|A7WQ37|A7WQ37_NOCSC" 45.897 329 160 7 135 1106 22 337 1.79e-86 270
"7768" "TRINITY_DN244_c0_g1_i2" "tr|A7WQH2|A7WQH2_OXYMA" 64.626 147 52 0 528 88 1 147 4.13e-51 162
"7769" "TRINITY_DN244_c0_g1_i1" "tr|A7WQH2|A7WQH2_OXYMA" 64.626 147 52 0 510 70 1 147 5.07e-51 162
"7770" "TRINITY_DN235_c1_g1_i1" "tr|A0A1Q9EKE7|A0A1Q9EKE7_SYMMI" 28.877 561 305 14 2042 498 283 795 9.99e-42 166
"7771" "TRINITY_DN253_c0_g1_i2" "tr|A0A1Q9ETA6|A0A1Q9ETA6_SYMMI" 40.86 93 35 3 98 316 40 132 9.13e-11 61.2
"7772" "TRINITY_DN287_c0_g1_i18" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.588 262 151 9 1247 492 59 307 3.01e-30 123
"7773" "TRINITY_DN287_c0_g1_i3" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.73 252 144 9 1217 492 69 307 9.22e-27 113
"7774" "TRINITY_DN287_c0_g1_i7" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.588 262 151 9 1241 486 59 307 2.97e-30 123
"7775" "TRINITY_DN287_c0_g1_i16" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.73 252 144 9 1211 486 69 307 9.11e-27 113
"7776" "TRINITY_DN287_c0_g1_i6" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.205 259 150 9 1232 486 62 307 3.56e-30 122
"7777" "TRINITY_DN287_c0_g1_i9" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.588 262 151 9 1241 486 59 307 2.51e-30 124
"7778" "TRINITY_DN287_c0_g1_i17" "tr|A0A1Q9F4S3|A0A1Q9F4S3_SYMMI" 33.333 252 145 9 1226 501 64 302 8.45e-29 117
