target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN3649_c0_g1_i5,sp|Q94C74|GLYM2_ARATH,0
TRINITY_DN6535_c0_g1_i7,sp|Q6ZEZ5|NEK3_ORYSJ,2.85E-28
TRINITY_DN22387_c0_g2_i4,sp|A0DTY1|PP2C4_PARTE,7.37E-36
TRINITY_DN16514_c0_g1_i3,sp|P08760|KAD3_BOVIN,1.93E-51
TRINITY_DN5406_c0_g1_i1,sp|Q09325|MGAT1_RAT,1.35E-59
TRINITY_DN8390_c0_g1_i3,sp|Q6NXG1|ESRP1_HUMAN,3.96E-21
TRINITY_DN11929_c0_g1_i7,sp|Q28I85|POC1A_XENTR,5.45E-91
TRINITY_DN3242_c0_g1_i4,sp|P56876|TSAA_HELPJ,2.14E-52
TRINITY_DN19382_c1_g1_i5,sp|F4ILR7|DEXH1_ARATH,4.08E-117
TRINITY_DN1515_c0_g1_i3,sp|Q42883|ECAP_SOLLC,0
TRINITY_DN207_c0_g1_i6,sp|Q10752|CDC28_SCHPO,2.51E-71
TRINITY_DN21917_c0_g1_i5,sp|Q9SH30|HMA5_ARATH,2.61E-121
TRINITY_DN3569_c0_g1_i2,sp|Q5UPG5|YL093_MIMIV,2.26E-25
TRINITY_DN6362_c0_g2_i2,sp|Q8T3X9|ISCA1_DROME,3.60E-33
TRINITY_DN12985_c0_g3_i2,sp|Q5ZJL9|SAMH1_CHICK,2.58E-69
TRINITY_DN9730_c0_g1_i2,sp|Q29AU5|MTG1_DROPS,1.36E-38
TRINITY_DN7234_c0_g1_i2,sp|Q80YX1|TENA_MOUSE,3.04E-25
TRINITY_DN2823_c0_g1_i14,sp|P25867|UBCD1_DROME,2.12E-63
TRINITY_DN31443_c0_g1_i1,sp|Q4UMH6|Y381_RICFE,3.44E-25
TRINITY_DN5769_c0_g1_i4,sp|Q2TA14|PCP_BOVIN,5.61E-69
TRINITY_DN5222_c0_g1_i8,sp|Q6PHI9|RAB4A_DANRE,1.94E-71
TRINITY_DN1042_c0_g1_i1,sp|Q641Z6|EHD1_RAT,0
TRINITY_DN10035_c0_g1_i3,sp|Q15349|KS6A2_HUMAN,6.24E-39
TRINITY_DN1439_c0_g1_i3,sp|Q8VDM6|HNRL1_MOUSE,5.43E-86
TRINITY_DN11079_c0_g1_i1,sp|F4I2H2|CHR9_ARATH,5.94E-92
TRINITY_DN10186_c0_g1_i6,sp|Q96PY6|NEK1_HUMAN,3.53E-37
TRINITY_DN7160_c0_g1_i3,sp|P48962|ADT1_MOUSE,3.02E-28
TRINITY_DN12773_c0_g2_i1,sp|Q5QN75|M2K1_ORYSJ,1.79E-36
TRINITY_DN13739_c0_g2_i1,sp|P25071|CML12_ARATH,6.18E-27
TRINITY_DN23376_c0_g1_i2,sp|Q9ZSW1|TBB1_CYAPA,0
TRINITY_DN5109_c0_g1_i2,sp|Q552W5|CCHL_DICDI,1.74E-35
TRINITY_DN38346_c0_g4_i1,sp|Q6QNM1|KC1_TOXGO,0
TRINITY_DN16959_c0_g1_i3,sp|P0C605|KGP1_MOUSE,3.61E-110
TRINITY_DN29498_c0_g1_i1,sp|Q8N0X2|SPG16_HUMAN,5.57E-128
TRINITY_DN6742_c0_g1_i15,sp|Q04960|DNJH_CUCSA,6.87E-73
TRINITY_DN9671_c0_g1_i7,sp|Q9Z1N4|BPNT1_RAT,1.23E-32
TRINITY_DN26402_c0_g2_i2,sp|P0C605|KGP1_MOUSE,5.59E-70
TRINITY_DN50375_c0_g1_i1,sp|P18061|CALM_TRYCR,1.26E-60
TRINITY_DN3414_c0_g1_i2,sp|P50607|TUB_HUMAN,6.62E-67
TRINITY_DN13285_c0_g1_i1,sp|P72699|Y230_SYNY3,2.81E-34
TRINITY_DN18111_c0_g1_i1,sp|Q4R6D9|MEMO1_MACFA,9.01E-76
TRINITY_DN26674_c0_g1_i7,sp|Q63486|RRAGA_RAT,3.86E-129
TRINITY_DN14903_c0_g1_i3,sp|B8JAX1|GPDA_ANAD2,2.27E-94
TRINITY_DN16325_c0_g1_i2,sp|Q6ZMV9|KIF6_HUMAN,4.32E-146
TRINITY_DN6362_c0_g2_i6,sp|Q8T3X9|ISCA1_DROME,4.62E-31
TRINITY_DN16642_c0_g2_i1,sp|Q96PY6|NEK1_HUMAN,1.39E-53
TRINITY_DN20856_c0_g1_i2,sp|Q5QN75|M2K1_ORYSJ,3.72E-60
TRINITY_DN10389_c1_g1_i8,sp|P40392|RIC1_ORYSJ,1.80E-80
TRINITY_DN13820_c0_g1_i1,sp|Q6L5F5|IMCE_ORYSJ,5.24E-42
TRINITY_DN4214_c0_g1_i1,sp|Q5R7G6|PEPL1_PONAB,3.71E-98
TRINITY_DN7137_c0_g1_i1,sp|Q8N122|RPTOR_HUMAN,2.23E-43
TRINITY_DN9014_c1_g1_i15,sp|Q57656|PUR5_METJA,3.30E-26
TRINITY_DN17728_c0_g1_i2,sp|A1ALS6|EFTU_PELPD,4.74E-169
TRINITY_DN48445_c0_g1_i1,sp|Q9QZD4|XPF_MOUSE,2.00E-49
TRINITY_DN263_c0_g1_i6,sp|Q9XHS0|RS12_HORVU,7.26E-34
TRINITY_DN3596_c0_g1_i1,sp|P53034|RFC2_DROME,6.72E-89
TRINITY_DN17202_c0_g1_i3,sp|Q8RWS8|PP199_ARATH,4.89E-36
TRINITY_DN11900_c1_g2_i4,sp|Q80W94|MOGT2_MOUSE,3.37E-36
TRINITY_DN1712_c0_g1_i2,sp|Q8W117|SMU1_ARATH,0
TRINITY_DN23563_c0_g1_i4,sp|Q8L7L1|SPHK1_ARATH,1.02E-41
TRINITY_DN3409_c0_g1_i2,sp|Q4W946|ENCD_ASPFU,1.77E-21
TRINITY_DN6067_c0_g1_i4,sp|Q99615|DNJC7_HUMAN,1.06E-26
TRINITY_DN4863_c0_g1_i9,sp|O35509|RB11B_RAT,3.41E-101
TRINITY_DN3232_c0_g1_i14,sp|O05389|YRBE_BACSU,1.17E-39
TRINITY_DN16582_c0_g1_i3,sp|Q5R559|DCTN5_PONAB,1.34E-57
TRINITY_DN8359_c0_g1_i1,sp|P27398|CAND_DROME,2.76E-48
TRINITY_DN11708_c1_g3_i1,sp|O04491|PPR26_ARATH,4.20E-29
TRINITY_DN2730_c0_g1_i9,sp|P22232|FBRL_XENLA,1.44E-115
TRINITY_DN19851_c0_g1_i2,sp|Q54I71|AARA_DICDI,1.27E-37
TRINITY_DN13398_c0_g1_i2,sp|Q8K596|NAC2_MOUSE,2.14E-134
TRINITY_DN43384_c0_g1_i1,sp|Q8CAK1|CAF17_MOUSE,2.25E-29
TRINITY_DN11719_c0_g1_i7,sp|Q86AQ7|VAM7B_DICDI,3.10E-47
TRINITY_DN14299_c0_g2_i2,sp|A4III8|IFT56_XENTR,0
TRINITY_DN12970_c0_g1_i3,sp|F1Q4S1|ATP9B_DANRE,0
TRINITY_DN5429_c0_g1_i1,sp|Q54H45|DRKB_DICDI,6.21E-23
TRINITY_DN3138_c0_g1_i4,sp|Q38931|FKB62_ARATH,4.54E-24
TRINITY_DN7783_c0_g4_i4,sp|Q1LZ71|LFG2_BOVIN,2.47E-24
TRINITY_DN8158_c0_g1_i3,sp|Q0DKM4|RU1A_ORYSJ,3.14E-38
TRINITY_DN5221_c0_g1_i3,sp|Q75HE6|MTHR_ORYSJ,0
TRINITY_DN2641_c0_g1_i7,sp|O81983|SYS_HELAN,7.55E-156
TRINITY_DN22358_c0_g1_i1,sp|Q0WVK7|PPR12_ARATH,1.43E-24
TRINITY_DN16821_c0_g1_i3,sp|Q9FHN8|KCBP_ARATH,8.33E-85
TRINITY_DN23569_c0_g1_i2,sp|O08586|PTEN_MOUSE,1.45E-47
TRINITY_DN9515_c0_g3_i3,sp|Q5R8V1|CASP_PONAB,3.28E-27
TRINITY_DN26674_c0_g1_i3,sp|Q63486|RRAGA_RAT,1.54E-129
TRINITY_DN24783_c0_g1_i3,sp|P51954|NEK1_MOUSE,2.30E-32
TRINITY_DN2730_c0_g1_i6,sp|P22232|FBRL_XENLA,9.36E-116
TRINITY_DN16884_c0_g1_i3,sp|O43772|MCAT_HUMAN,5.19E-25
TRINITY_DN17650_c0_g1_i1,sp|P85515|ACTZ_RAT,0
TRINITY_DN13072_c0_g1_i1,sp|P74334|ACOX_SYNY3,6.30E-53
TRINITY_DN17368_c2_g3_i3,sp|Q8I4T1|VPS26_PLAF7,2.68E-134
TRINITY_DN21473_c0_g1_i1,sp|Q86VS3|IQCH_HUMAN,4.67E-38
TRINITY_DN15440_c0_g2_i1,sp|Q01484|ANK2_HUMAN,6.62E-30
TRINITY_DN5455_c0_g1_i2,sp|Q8H100|AGD8_ARATH,1.87E-28
TRINITY_DN42548_c1_g3_i1,sp|P78810|VTC4_SCHPO,1.60E-43
TRINITY_DN25155_c0_g2_i5,sp|Q9FFL1|RMV1_ARATH,2.08E-24
TRINITY_DN6635_c0_g2_i2,sp|Q6GN70|B9D2_XENLA,1.49E-23
TRINITY_DN5215_c1_g1_i6,sp|C1E9Y5|RTCB_MICCC,0
TRINITY_DN10291_c0_g2_i3,sp|D9IFD5|DOHH_LEIDO,1.90E-39
TRINITY_DN6932_c0_g1_i6,sp|Q5ZIJ0|BUD13_CHICK,6.38E-37
TRINITY_DN7279_c0_g4_i2,sp|Q91WQ3|SYYC_MOUSE,2.27E-22
TRINITY_DN6570_c0_g1_i1,sp|Q5PQA4|NB5R2_XENLA,3.72E-77
TRINITY_DN6880_c0_g2_i6,sp|Q10075|PCS_SCHPO,4.53E-47
TRINITY_DN27331_c0_g1_i1,sp|Q9W6C5|PDC6I_XENLA,1.56E-47
TRINITY_DN4943_c0_g1_i5,sp|Q01061|PDE1B_BOVIN,1.64E-30
TRINITY_DN11524_c0_g1_i8,sp|Q67XW5|UBP18_ARATH,4.57E-34
TRINITY_DN23690_c0_g1_i1,sp|Q5NVI9|DNJA1_PONAB,2.53E-72
TRINITY_DN21945_c0_g1_i2,sp|P63331|PP2AA_RAT,4.95E-169
TRINITY_DN10656_c0_g1_i10,sp|Q9P2J5|SYLC_HUMAN,0
TRINITY_DN21970_c0_g2_i1,sp|Q84LR6|PPA14_ARATH,4.81E-25
TRINITY_DN7715_c0_g2_i1,sp|Q7DBF3|GDPPS_ECO57,4.76E-38
TRINITY_DN12364_c0_g1_i1,sp|Q12184|ADRX_YEAST,2.71E-21
TRINITY_DN11931_c0_g2_i3,sp|Q8N6V9|TEX9_HUMAN,1.32E-26
TRINITY_DN8170_c0_g1_i1,sp|Q9USH5|YJQ5_SCHPO,4.31E-27
TRINITY_DN22170_c0_g1_i3,sp|C5D6U5|MENE_GEOSW,7.78E-74
TRINITY_DN27986_c0_g1_i4,sp|Q5KYR4|IOLA2_GEOKA,2.74E-123
TRINITY_DN19577_c0_g1_i1,sp|Q9M1K2|PI5K4_ARATH,1.55E-27
TRINITY_DN3614_c0_g1_i4,sp|Q54XK2|SC61A_DICDI,0
TRINITY_DN5293_c0_g1_i2,sp|Q9SFU0|SC24A_ARATH,1.68E-102
TRINITY_DN36641_c1_g1_i2,sp|Q09907|NTH_SCHPO,1.11E-52
TRINITY_DN3736_c0_g1_i3,sp|Q54BW6|TTC27_DICDI,4.07E-74
TRINITY_DN4802_c0_g1_i2,sp|Q9LMI7|ACO32_ARATH,7.93E-71
TRINITY_DN13035_c0_g1_i4,sp|Q09747|DBP5_SCHPO,3.44E-107
TRINITY_DN21917_c0_g1_i2,sp|Q9SH30|HMA5_ARATH,1.43E-119
TRINITY_DN10096_c0_g1_i8,sp|A7WM73|HEXO1_ARATH,3.47E-73
TRINITY_DN16649_c0_g1_i10,sp|Q54XK2|SC61A_DICDI,0
TRINITY_DN37728_c0_g1_i1,sp|P46864|ATK2_ARATH,3.20E-29
TRINITY_DN13472_c0_g2_i1,sp|Q8TDX7|NEK7_HUMAN,6.25E-65
TRINITY_DN11458_c0_g3_i1,sp|Q08114|TBA_EUPOC,7.69E-167
TRINITY_DN1293_c0_g1_i2,sp|P0CQ96|SUB2_CRYNJ,0
TRINITY_DN10068_c0_g1_i1,sp|Q7ZVZ7|AB17C_DANRE,6.30E-56
TRINITY_DN32226_c0_g1_i3,sp|Q54E49|DDX6_DICDI,0
TRINITY_DN4398_c1_g1_i3,sp|P0C7Q7|PPR38_ARATH,7.29E-23
TRINITY_DN13465_c0_g1_i2,sp|P93212|14337_SOLLC,2.96E-102
TRINITY_DN13093_c0_g1_i2,sp|P39197|PTAS_PARDE,1.40E-52
TRINITY_DN35605_c0_g1_i1,sp|Q8IYE0|CC146_HUMAN,7.98E-63
TRINITY_DN12515_c0_g1_i2,sp|P49420|DHAS_PROMA,9.14E-80
TRINITY_DN4718_c0_g1_i1,sp|Q9SB58|ZDH19_ARATH,1.52E-38
TRINITY_DN28234_c0_g3_i3,sp|Q12955|ANK3_HUMAN,1.89E-24
TRINITY_DN5494_c1_g1_i3,sp|Q940G0|TMN1_ARATH,4.76E-139
TRINITY_DN458_c0_g1_i6,sp|P26182|ACT_ACHBI,0
TRINITY_DN12461_c0_g1_i2,sp|Q52JK6|VIP2_NICBE,1.73E-40
TRINITY_DN1951_c0_g2_i4,sp|P48758|CBR1_MOUSE,2.47E-35
TRINITY_DN12658_c2_g1_i7,sp|O14206|YDD3_SCHPO,1.14E-47
TRINITY_DN2887_c0_g1_i3,sp|O27390|DCDA_METTH,3.51E-28
TRINITY_DN5619_c0_g1_i5,sp|P40761|YUXK_BACSU,1.74E-22
TRINITY_DN814_c0_g1_i8,sp|P35684|RL3_ORYSJ,1.37E-153
TRINITY_DN3786_c0_g1_i2,sp|P71864|3O1D1_MYCTU,1.43E-26
TRINITY_DN59164_c0_g1_i1,sp|O70511|ANK3_RAT,2.57E-25
TRINITY_DN7548_c0_g1_i4,sp|Q5RCG9|PFD3_PONAB,1.28E-41
TRINITY_DN9697_c0_g1_i1,sp|P25323|MYLKA_DICDI,3.37E-61
TRINITY_DN10226_c0_g1_i11,sp|Q50KB1|SEP2_EMIHU,1.04E-28
TRINITY_DN10472_c0_g1_i1,sp|O74184|WAT1_SCHPO,5.39E-68
TRINITY_DN19133_c0_g1_i6,sp|Q2KIA4|SCD5_BOVIN,2.65E-69
TRINITY_DN2594_c1_g1_i2,sp|Q45670|THES_BACSJ,4.45E-38
TRINITY_DN14184_c0_g1_i2,sp|Q9FHN8|KCBP_ARATH,2.06E-68
TRINITY_DN29651_c0_g1_i1,sp|Q7ZYC4|ACBG2_XENLA,2.34E-115
TRINITY_DN5694_c0_g1_i1,sp|P46272|TBP_ACEPE,2.35E-36
TRINITY_DN13744_c0_g1_i3,sp|Q6P3R8|NEK5_HUMAN,1.23E-60
TRINITY_DN7462_c0_g1_i3,sp|P40282|H2A_PLAFA,5.58E-45
TRINITY_DN680_c0_g1_i3,sp|Q940B0|RL183_ARATH,9.65E-70
TRINITY_DN615_c0_g2_i2,sp|P59173|GPMI_LEPIN,3.60E-155
TRINITY_DN6993_c0_g1_i2,sp|Q09734|MIP_TRYCR,1.50E-34
TRINITY_DN3451_c0_g1_i7,sp|Q54C49|EIF3F_DICDI,1.43E-40
TRINITY_DN7473_c0_g1_i2,sp|Q07G10|ALKB8_XENTR,5.34E-50
TRINITY_DN7232_c0_g1_i2,sp|Q9UGP5|DPOLL_HUMAN,3.19E-43
TRINITY_DN4021_c0_g1_i1,sp|Q4U2R1|HERC2_MOUSE,6.09E-39
TRINITY_DN26572_c0_g1_i4,sp|Q92616|GCN1_HUMAN,0
TRINITY_DN1098_c0_g1_i1,sp|O44006|KPYK_EIMTE,0
TRINITY_DN6201_c0_g1_i7,sp|Q5Y5T2|ZDH18_MOUSE,2.15E-33
TRINITY_DN24527_c0_g1_i1,sp|Q86TN4|TRPT1_HUMAN,3.48E-24
TRINITY_DN11810_c0_g4_i1,sp|Q96RW7|HMCN1_HUMAN,5.19E-32
TRINITY_DN20257_c0_g1_i2,sp|Q8I136|GALT4_CAEEL,1.76E-55
TRINITY_DN16165_c0_g1_i1,sp|Q9SL67|PRS4B_ARATH,0
TRINITY_DN5907_c0_g1_i2,sp|Q4N4N8|TXND_THEPA,3.82E-24
TRINITY_DN7772_c2_g1_i2,sp|A5PK19|MET13_BOVIN,2.08E-29
TRINITY_DN2962_c0_g1_i12,sp|P56286|IF2A_SCHPO,9.69E-83
TRINITY_DN12494_c0_g1_i1,sp|P05689|CATZ_BOVIN,5.10E-61
TRINITY_DN12202_c0_g4_i1,sp|Q1PDI2|DGK4_ARATH,2.21E-28
TRINITY_DN3673_c0_g1_i1,sp|A9V3C0|KYNU_MONBE,2.13E-118
TRINITY_DN11818_c0_g2_i3,sp|P23974|MENH_BACSU,5.01E-22
TRINITY_DN4241_c1_g2_i5,sp|Q6PBU5|GRT1A_DANRE,2.99E-29
TRINITY_DN13086_c0_g1_i1,sp|Q3SZH6|TTLL9_BOVIN,2.73E-117
TRINITY_DN1762_c1_g1_i3,sp|Q54LN4|GGHA_DICDI,2.67E-28
TRINITY_DN6003_c0_g1_i5,sp|Q65WT0|BD31B_ORYSJ,1.12E-60
TRINITY_DN4893_c0_g1_i1,sp|Q869S7|SUCB2_DICDI,9.22E-143
TRINITY_DN3752_c1_g1_i11,sp|Q23917|PDE2_DICDI,2.94E-44
TRINITY_DN2605_c0_g1_i4,sp|P21342|PFPA_SOLTU,1.64E-86
TRINITY_DN5565_c0_g1_i4,sp|Q95044|UBE2C_SPISO,1.09E-41
TRINITY_DN7628_c0_g1_i12,sp|Q8R123|FAD1_MOUSE,2.81E-31
TRINITY_DN38943_c0_g1_i1,sp|Q99571|P2RX4_HUMAN,2.38E-21
TRINITY_DN1697_c0_g1_i1,sp|Q4P257|EFGM_USTMA,0
TRINITY_DN13103_c0_g1_i2,sp|O60508|PRP17_HUMAN,1.20E-149
TRINITY_DN22508_c0_g1_i1,sp|Q7MNR0|UNG_VIBVY,2.22E-67
TRINITY_DN8050_c0_g1_i1,sp|O14048|UBX2_SCHPO,1.39E-21
TRINITY_DN52207_c0_g1_i2,sp|A8WIP6|CDK20_DANRE,1.02E-54
TRINITY_DN2652_c0_g1_i6,sp|Q14203|DCTN1_HUMAN,0
TRINITY_DN12935_c0_g1_i3,sp|Q54I57|MYCBP_DICDI,1.91E-22
TRINITY_DN13580_c0_g1_i3,sp|Q6RY07|CHIA_RAT,2.20E-63
TRINITY_DN9086_c0_g1_i1,sp|Q8ICR0|CDPK2_PLAF7,1.72E-50
TRINITY_DN6361_c0_g1_i2,sp|Q7ZVE0|GAR1_DANRE,5.66E-33
TRINITY_DN4345_c0_g2_i4,sp|Q8GWE6|EER5_ARATH,1.27E-39
TRINITY_DN4277_c0_g1_i5,sp|Q0WU02|MTP10_ARATH,9.41E-36
TRINITY_DN1311_c0_g1_i1,sp|Q50KB1|SEP2_EMIHU,1.14E-32
TRINITY_DN3752_c0_g1_i7,sp|O13755|OSM1_SCHPO,1.23E-109
TRINITY_DN10688_c0_g1_i1,sp|P48598|IF4E_DROME,1.72E-30
TRINITY_DN4823_c0_g1_i2,sp|P18253|CYPH_SCHPO,3.85E-58
TRINITY_DN13126_c0_g2_i2,sp|Q9Z321|TOP3B_MOUSE,0
TRINITY_DN29667_c0_g1_i4,sp|P37967|PNBA_BACSU,6.53E-49
TRINITY_DN11691_c0_g1_i1,sp|Q6DEL1|S38A7_DANRE,4.18E-42
TRINITY_DN4066_c0_g1_i3,sp|P31353|PMM_CANAL,3.50E-110
TRINITY_DN3902_c0_g1_i3,sp|F4K4E3|LSM4_ARATH,2.56E-35
TRINITY_DN22411_c0_g1_i1,sp|P18143|CBPS_STRGR,9.55E-24
TRINITY_DN9088_c0_g1_i6,sp|O74351|NFS1_SCHPO,0
TRINITY_DN11193_c0_g1_i2,sp|Q91WU6|ZDHC7_MOUSE,8.90E-36
TRINITY_DN41399_c0_g1_i1,sp|Q9C0B2|CFA74_HUMAN,1.14E-32
TRINITY_DN23680_c0_g1_i3,sp|P47075|VTC4_YEAST,2.24E-24
TRINITY_DN4888_c0_g1_i1,sp|Q7DLR9|PSB4_ARATH,3.09E-74
TRINITY_DN80_c2_g1_i10,sp|P0AB70|PNTB_SHIFL,5.99E-98
TRINITY_DN889_c0_g1_i1,sp|Q9Z273|TULP1_MOUSE,1.88E-40
TRINITY_DN10706_c0_g1_i2,sp|Q7KQL8|THIO_PLAF7,8.90E-21
TRINITY_DN20951_c0_g1_i2,sp|Q797A7|YFNA_BACSU,2.10E-39
TRINITY_DN52049_c0_g1_i1,sp|Q8TBY9|WDR66_HUMAN,2.82E-143
TRINITY_DN5356_c0_g1_i2,sp|Q50KB1|SEP2_EMIHU,1.18E-30
TRINITY_DN299_c0_g1_i1,sp|P51414|RL261_ARATH,6.40E-31
TRINITY_DN4232_c0_g1_i5,sp|P46870|KLP1_CHLRE,1.74E-24
TRINITY_DN3870_c0_g1_i1,sp|P46896|GTR1_CHICK,7.21E-42
TRINITY_DN15988_c0_g1_i2,sp|Q8BPT6|IMP2L_MOUSE,7.17E-23
TRINITY_DN15043_c0_g1_i2,sp|Q9HD20|AT131_HUMAN,0
TRINITY_DN16165_c0_g1_i2,sp|Q9SL67|PRS4B_ARATH,0
TRINITY_DN7468_c0_g2_i5,sp|P26505|HEM1_RHIRD,1.38E-150
TRINITY_DN23904_c0_g1_i1,sp|Q9EPU0|RENT1_MOUSE,6.12E-62
TRINITY_DN4717_c1_g1_i3,sp|Q921Y4|MFSD5_MOUSE,8.06E-47
TRINITY_DN8290_c0_g2_i1,sp|Q04960|DNJH_CUCSA,2.75E-62
TRINITY_DN14759_c0_g2_i1,sp|Q67W29|DAPB1_ORYSJ,6.18E-64
TRINITY_DN31132_c0_g1_i1,sp|Q8RWV3|CCL11_ARATH,3.16E-31
TRINITY_DN6880_c0_g2_i8,sp|Q10075|PCS_SCHPO,4.87E-47
TRINITY_DN14567_c1_g1_i3,sp|Q09841|PSB2_SCHPO,6.52E-84
TRINITY_DN2353_c0_g2_i1,sp|Q9SRH6|HIR3_ARATH,7.23E-82
TRINITY_DN10449_c0_g1_i3,sp|Q7ZV90|PIF1_DANRE,5.22E-83
TRINITY_DN7993_c0_g4_i1,sp|P38361|PHO89_YEAST,5.67E-39
TRINITY_DN12027_c0_g3_i1,sp|P09622|DLDH_HUMAN,4.03E-173
TRINITY_DN27236_c0_g1_i1,sp|Q39604|IDLC_CHLRE,3.23E-79
TRINITY_DN8482_c0_g1_i5,sp|Q5R573|RBL2A_PONAB,1.16E-55
TRINITY_DN5420_c0_g1_i2,sp|Q8ZRS8|ACNB_SALTY,0
TRINITY_DN24788_c0_g1_i1,sp|A8WE67|KBP_DANRE,1.46E-34
TRINITY_DN26592_c0_g1_i2,sp|Q9CWH5|TRM11_MOUSE,1.49E-54
TRINITY_DN4535_c1_g3_i1,sp|Q8NYD0|PSUG_STAAW,5.36E-104
TRINITY_DN22470_c0_g1_i2,sp|Q70FG7|DODA_BETVU,6.25E-43
TRINITY_DN10909_c0_g1_i3,sp|Q5BIW4|ALS2_PANTR,1.13E-23
TRINITY_DN24897_c1_g5_i1,sp|Q1MTE5|ARL3_DANRE,1.68E-85
TRINITY_DN3272_c1_g2_i1,sp|P50265|DLH1_CANAX,2.33E-85
TRINITY_DN9663_c1_g1_i2,sp|Q8VDM6|HNRL1_MOUSE,6.52E-70
TRINITY_DN24744_c0_g1_i1,sp|B3DHU2|TMM65_DANRE,7.93E-25
TRINITY_DN12762_c0_g1_i10,sp|Q54WR9|GLNA3_DICDI,1.24E-146
TRINITY_DN7672_c0_g1_i6,sp|Q9CB01|RABF1_ARATH,2.27E-50
TRINITY_DN35110_c0_g1_i3,sp|Q54QU8|Y3629_DICDI,3.23E-28
TRINITY_DN5781_c0_g1_i6,sp|Q9SUR9|SGT1A_ARATH,1.65E-46
TRINITY_DN11857_c0_g1_i1,sp|Q54QG0|PGFB_DICDI,1.64E-30
TRINITY_DN27110_c0_g1_i1,sp|O75832|PSD10_HUMAN,1.61E-30
TRINITY_DN11066_c0_g1_i1,sp|Q588V7|TEB_ARATH,5.25E-43
TRINITY_DN22403_c0_g1_i7,sp|Q06060|MPK_PEA,5.89E-108
TRINITY_DN12398_c0_g1_i1,sp|Q9SFX3|OST1A_ARATH,2.18E-53
TRINITY_DN5971_c0_g1_i2,sp|P39173|YEAD_ECOLI,6.33E-24
TRINITY_DN3731_c0_g1_i8,sp|B9A1H3|TRXR1_EMIHU,6.30E-145
TRINITY_DN11331_c0_g1_i5,sp|Q05746|HSP70_PLACB,0
TRINITY_DN19212_c0_g1_i4,sp|Q9P7G9|KAPS_SCHPO,1.00E-60
TRINITY_DN9204_c0_g1_i8,sp|Q9C5Z1|EIF3B_ARATH,1.32E-97
TRINITY_DN3889_c0_g1_i4,sp|Q59LU0|DBP2_CANAL,6.26E-128
TRINITY_DN14747_c0_g1_i1,sp|Q9BZC7|ABCA2_HUMAN,6.40E-118
TRINITY_DN12985_c0_g6_i1,sp|Q5FWL7|ZDH15_XENLA,5.06E-30
TRINITY_DN8531_c0_g1_i1,sp|Q9SPE6|SNAA2_ARATH,7.55E-44
TRINITY_DN2081_c1_g2_i4,sp|Q9DEX3|CATD_CLUHA,1.71E-70
TRINITY_DN7212_c0_g1_i5,sp|Q9T042|PDI54_ARATH,4.37E-21
TRINITY_DN854_c0_g2_i3,sp|Q84M24|AB1A_ARATH,2.49E-58
TRINITY_DN4344_c0_g1_i4,sp|Q3EBC2|ZDHC5_ARATH,4.72E-48
TRINITY_DN17315_c0_g1_i1,sp|Q10074|AVT3_SCHPO,5.98E-32
TRINITY_DN14924_c0_g3_i4,sp|Q54JE4|ODO1_DICDI,0
TRINITY_DN3742_c0_g1_i4,sp|Q7Z4T8|GLTL5_HUMAN,2.22E-56
TRINITY_DN5696_c0_g2_i1,sp|Q8LB02|SDHB2_ARATH,3.79E-109
TRINITY_DN14163_c0_g1_i3,sp|Q96SB4|SRPK1_HUMAN,1.37E-52
TRINITY_DN25266_c0_g1_i1,sp|Q8VD72|TTC8_MOUSE,3.53E-165
TRINITY_DN15806_c0_g1_i1,sp|Q9M4A1|SPO12_ARATH,3.92E-31
TRINITY_DN6607_c0_g1_i1,sp|A8HYU5|METK_CHLRE,1.09E-166
TRINITY_DN15314_c0_g3_i1,sp|Q96PH1|NOX5_HUMAN,3.26E-23
TRINITY_DN3451_c0_g1_i4,sp|Q54C49|EIF3F_DICDI,3.00E-40
TRINITY_DN6742_c0_g1_i2,sp|Q04960|DNJH_CUCSA,3.84E-73
TRINITY_DN9671_c0_g1_i5,sp|Q9Z1N4|BPNT1_RAT,1.52E-32
TRINITY_DN3723_c0_g1_i5,sp|P61294|RAB6B_MOUSE,7.01E-88
TRINITY_DN2312_c0_g1_i4,sp|Q9SII9|DSK2A_ARATH,2.27E-39
TRINITY_DN3281_c0_g1_i6,sp|Q5RC74|DERL2_PONAB,2.10E-40
TRINITY_DN1907_c0_g2_i20,sp|Q54BC9|DYRK2_DICDI,5.03E-63
TRINITY_DN8505_c0_g1_i1,sp|Q9P429|AOX_VENIN,3.58E-65
TRINITY_DN9496_c0_g1_i2,sp|Q8I8U2|AP1G_DICDI,0
TRINITY_DN19285_c0_g1_i1,sp|A8IUG5|CFA99_CHLRE,5.53E-43
TRINITY_DN12392_c0_g1_i2,sp|B7J0N5|FTSH_BORBZ,2.23E-72
TRINITY_DN4212_c0_g1_i2,sp|Q9FFN7|DGK2_ARATH,5.59E-62
TRINITY_DN9647_c0_g2_i6,sp|Q9UW86|PP1_NEUCR,0
TRINITY_DN11716_c0_g1_i3,sp|O46374|TOP2A_PIG,0
TRINITY_DN7945_c0_g1_i4,sp|O81635|ATK4_ARATH,4.49E-68
TRINITY_DN8270_c0_g1_i7,sp|Q9Y295|DRG1_HUMAN,9.21E-162
