Trinity_ID	GO_ID	GOslim	Biological_process
TRINITY_DN1201_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN6645_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN628_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN628_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN252_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN429_c0_g1_i5	GO:0006974	stress response	P
TRINITY_DN429_c0_g1_i6	GO:0006974	stress response	P
TRINITY_DN6240_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4984_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN3755_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4370_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN4370_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN3695_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN13110_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8193_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN850_c0_g1_i11	GO:0006974	stress response	P
TRINITY_DN850_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN8845_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4783_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN820_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN10813_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN12302_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN12302_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN722_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN1544_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN14199_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN12980_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN12980_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN12980_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN12980_c0_g1_i4	GO:0006974	stress response	P
TRINITY_DN10178_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8027_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8027_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i10	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i11	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i4	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i7	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i8	GO:0006974	stress response	P
TRINITY_DN662_c0_g1_i9	GO:0006974	stress response	P
TRINITY_DN24241_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN6895_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN19883_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN954_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN954_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN28412_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN20675_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4673_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7264_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN1942_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN26304_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7264_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7264_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN7264_c0_g1_i4	GO:0006974	stress response	P
TRINITY_DN7264_c0_g1_i5	GO:0006974	stress response	P
TRINITY_DN2785_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN2785_c0_g2_i1	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i10	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i12	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i14	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i15	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i18	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i2	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i22	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i3	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i4	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i5	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i6	GO:0006974	stress response	P
TRINITY_DN1381_c1_g1_i9	GO:0006974	stress response	P
TRINITY_DN18687_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN841_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN25469_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8845_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN8845_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN1182_c0_g2_i1	GO:0006974	stress response	P
TRINITY_DN4818_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4818_c0_g1_i4	GO:0006974	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0006974	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0006974	stress response	P
TRINITY_DN20058_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN126_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN126_c1_g2_i1	GO:0006974	stress response	P
TRINITY_DN4452_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4452_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN6354_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7827_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7827_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN334_c0_g2_i1	GO:0006974	stress response	P
TRINITY_DN28168_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN2894_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN814_c0_g1_i11	GO:0006974	stress response	P
TRINITY_DN814_c0_g1_i4	GO:0006974	stress response	P
TRINITY_DN814_c0_g1_i5	GO:0006974	stress response	P
TRINITY_DN814_c0_g1_i6	GO:0006974	stress response	P
TRINITY_DN814_c0_g1_i7	GO:0006974	stress response	P
TRINITY_DN4481_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN776_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN3419_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN993_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN993_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN2112_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN1596_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN1596_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN11770_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN6812_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN10609_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4900_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN24303_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8855_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN25168_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN15679_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN17785_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN24763_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN26712_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN1255_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN6773_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN1459_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN16609_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN7197_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN7197_c0_g2_i1	GO:0006974	stress response	P
TRINITY_DN4628_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4628_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN9354_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN9354_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN3615_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN6065_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN6065_c0_g1_i3	GO:0006974	stress response	P
TRINITY_DN7203_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN13881_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN13881_c1_g1_i1	GO:0006974	stress response	P
TRINITY_DN14057_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN14057_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN15565_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN27647_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN4737_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN3995_c0_g2_i1	GO:0006974	stress response	P
TRINITY_DN3995_c0_g2_i3	GO:0006974	stress response	P
TRINITY_DN3995_c0_g2_i4	GO:0006974	stress response	P
TRINITY_DN3995_c0_g2_i5	GO:0006974	stress response	P
TRINITY_DN3995_c0_g2_i6	GO:0006974	stress response	P
TRINITY_DN5867_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN8603_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN8603_c0_g1_i2	GO:0006974	stress response	P
TRINITY_DN22882_c0_g1_i1	GO:0006974	stress response	P
TRINITY_DN773_c0_g1_i1	GO:0006975	stress response	P
TRINITY_DN773_c0_g1_i2	GO:0006975	stress response	P
TRINITY_DN773_c0_g1_i2	GO:0006975	stress response	P
TRINITY_DN8757_c0_g1_i1	GO:0006975	stress response	P
TRINITY_DN8757_c0_g1_i2	GO:0006975	stress response	P
TRINITY_DN6344_c1_g1_i2	GO:0006975	stress response	P
TRINITY_DN5867_c0_g1_i2	GO:0006975	stress response	P
TRINITY_DN4213_c1_g1_i1	GO:0006977	stress response	P
TRINITY_DN6050_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN6050_c0_g1_i2	GO:0006977	stress response	P
TRINITY_DN9065_c1_g1_i1	GO:0006977	stress response	P
TRINITY_DN4786_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN3865_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN3865_c0_g1_i2	GO:0006977	stress response	P
TRINITY_DN3865_c0_g1_i3	GO:0006977	stress response	P
TRINITY_DN2725_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i1	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i13	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i14	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i5	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i7	GO:0006977	stress response	P
TRINITY_DN4004_c1_g1_i8	GO:0006977	stress response	P
TRINITY_DN40_c0_g1_i3	GO:0006977	stress response	P
TRINITY_DN7617_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN7945_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN9963_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN7051_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN484_c0_g1_i2	GO:0006977	stress response	P
TRINITY_DN7106_c0_g1_i2	GO:0006977	stress response	P
TRINITY_DN2182_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN2717_c1_g1_i15	GO:0006977	stress response	P
TRINITY_DN2717_c1_g1_i7	GO:0006977	stress response	P
TRINITY_DN4627_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN4627_c0_g1_i3	GO:0006977	stress response	P
TRINITY_DN4627_c0_g1_i4	GO:0006977	stress response	P
TRINITY_DN4627_c0_g1_i5	GO:0006977	stress response	P
TRINITY_DN2378_c0_g1_i1	GO:0006977	stress response	P
TRINITY_DN9063_c0_g1_i6	GO:0006978	stress response	P
TRINITY_DN5886_c0_g2_i1	GO:0006978	stress response	P
TRINITY_DN5886_c0_g2_i2	GO:0006978	stress response	P
TRINITY_DN3201_c1_g1_i1	GO:0006978	stress response	P
TRINITY_DN3201_c1_g1_i2	GO:0006978	stress response	P
TRINITY_DN3201_c1_g1_i2	GO:0006978	stress response	P
TRINITY_DN3201_c1_g1_i3	GO:0006978	stress response	P
TRINITY_DN3201_c1_g1_i3	GO:0006978	stress response	P
TRINITY_DN2112_c0_g1_i1	GO:0006978	stress response	P
TRINITY_DN5867_c0_g1_i2	GO:0006978	stress response	P
TRINITY_DN21584_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i17	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i7	GO:0006979	stress response	P
TRINITY_DN29053_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN7577_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27399_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1624_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5662_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN26655_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3706_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN15486_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3767_c0_g1_i13	GO:0006979	stress response	P
TRINITY_DN3767_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN3767_c0_g1_i6	GO:0006979	stress response	P
TRINITY_DN790_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN790_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN17612_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5377_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5377_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN19927_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN17612_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN524_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN656_c0_g1_i10	GO:0006979	stress response	P
TRINITY_DN656_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN656_c0_g1_i8	GO:0006979	stress response	P
TRINITY_DN27286_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN28_c1_g1_i12	GO:0006979	stress response	P
TRINITY_DN28_c1_g1_i15	GO:0006979	stress response	P
TRINITY_DN28_c1_g1_i17	GO:0006979	stress response	P
TRINITY_DN28_c1_g1_i4	GO:0006979	stress response	P
TRINITY_DN28_c1_g1_i6	GO:0006979	stress response	P
TRINITY_DN1824_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN11642_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN11642_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN11642_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN5028_c0_g2_i4	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i6	GO:0006979	stress response	P
TRINITY_DN6626_c0_g1_i7	GO:0006979	stress response	P
TRINITY_DN460_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1257_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2025_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1378_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1378_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN28470_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN9501_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN9501_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN4706_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN4706_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN4706_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN4706_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN367_c1_g1_i1	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i18	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i9	GO:0006979	stress response	P
TRINITY_DN981_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN981_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN6033_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN6033_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN6033_c0_g2_i1	GO:0006979	stress response	P
TRINITY_DN9086_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN5662_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN2275_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2275_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN6045_c0_g2_i4	GO:0006979	stress response	P
TRINITY_DN19154_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27020_c1_g1_i1	GO:0006979	stress response	P
TRINITY_DN566_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN566_c0_g1_i5	GO:0006979	stress response	P
TRINITY_DN1698_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN6595_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN9889_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3018_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN72_c0_g1_i5	GO:0006979	stress response	P
TRINITY_DN1258_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN26801_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1171_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27194_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN694_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3966_c1_g1_i2	GO:0006979	stress response	P
TRINITY_DN7459_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN25839_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN11928_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN2488_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2334_c0_g1_i5	GO:0006979	stress response	P
TRINITY_DN2334_c0_g1_i7	GO:0006979	stress response	P
TRINITY_DN2244_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2244_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN2244_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN2244_c0_g1_i7	GO:0006979	stress response	P
TRINITY_DN19445_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN19445_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN3602_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN7537_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN6045_c0_g2_i2	GO:0006979	stress response	P
TRINITY_DN6045_c0_g2_i3	GO:0006979	stress response	P
TRINITY_DN12417_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN14391_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN4007_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN4007_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5783_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN841_c1_g1_i1	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i13	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN1494_c0_g1_i6	GO:0006979	stress response	P
TRINITY_DN7989_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN7989_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN12417_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN17731_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN7463_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN9633_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN17988_c0_g2_i1	GO:0006979	stress response	P
TRINITY_DN4174_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5783_c0_g2_i1	GO:0006979	stress response	P
TRINITY_DN13927_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN4342_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN23770_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3380_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN3380_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN3380_c0_g1_i5	GO:0006979	stress response	P
TRINITY_DN29532_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2488_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN5271_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN5271_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN460_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN16890_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN1892_c2_g1_i1	GO:0006979	stress response	P
TRINITY_DN1892_c2_g1_i2	GO:0006979	stress response	P
TRINITY_DN1892_c2_g1_i3	GO:0006979	stress response	P
TRINITY_DN1892_c2_g1_i4	GO:0006979	stress response	P
TRINITY_DN2336_c0_g1_i14	GO:0006979	stress response	P
TRINITY_DN2336_c0_g1_i15	GO:0006979	stress response	P
TRINITY_DN2336_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN2336_c0_g1_i8	GO:0006979	stress response	P
TRINITY_DN2336_c0_g1_i9	GO:0006979	stress response	P
TRINITY_DN26166_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN6773_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN16609_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN227_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN227_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN29119_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN383_c0_g1_i4	GO:0006979	stress response	P
TRINITY_DN383_c0_g1_i5	GO:0006979	stress response	P
TRINITY_DN19782_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN23412_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27028_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27959_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN29_c3_g1_i1	GO:0006979	stress response	P
TRINITY_DN4376_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN8501_c0_g2_i1	GO:0006979	stress response	P
TRINITY_DN22023_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN2334_c0_g1_i8	GO:0006979	stress response	P
TRINITY_DN23810_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27259_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN27684_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN17988_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN7158_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN7158_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN4628_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN4628_c0_g1_i2	GO:0006979	stress response	P
TRINITY_DN9354_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN9354_c0_g1_i3	GO:0006979	stress response	P
TRINITY_DN12046_c1_g1_i1	GO:0006979	stress response	P
TRINITY_DN22910_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN26219_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN3756_c0_g2_i1	GO:0006979	stress response	P
TRINITY_DN3756_c0_g2_i2	GO:0006979	stress response	P
TRINITY_DN4376_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN8816_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN22174_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN10079_c0_g1_i1	GO:0006979	stress response	P
TRINITY_DN28487_c0_g1_i1	GO:0006982	stress response	P
TRINITY_DN18732_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN3251_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN18065_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN12765_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN6221_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN6221_c0_g1_i1	GO:0006983	stress response	P
TRINITY_DN6221_c0_g1_i7	GO:0006983	stress response	P
TRINITY_DN8244_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN8244_c0_g1_i2	GO:0006986	stress response	P
TRINITY_DN11325_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN15516_c1_g1_i1	GO:0006986	stress response	P
TRINITY_DN9457_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN2982_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN19624_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN2751_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN4524_c1_g1_i1	GO:0006986	stress response	P
TRINITY_DN5007_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN18438_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN3245_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN7358_c1_g1_i1	GO:0006986	stress response	P
TRINITY_DN167_c0_g2_i1	GO:0006986	stress response	P
TRINITY_DN1424_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN1424_c0_g1_i3	GO:0006986	stress response	P
TRINITY_DN1424_c0_g1_i4	GO:0006986	stress response	P
TRINITY_DN1424_c0_g1_i6	GO:0006986	stress response	P
TRINITY_DN25250_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN650_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN11779_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN4767_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN19234_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN1039_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN3510_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN28978_c0_g1_i1	GO:0006986	stress response	P
TRINITY_DN2905_c0_g1_i1	GO:0006987	stress response	P
TRINITY_DN2905_c0_g1_i2	GO:0006987	stress response	P
TRINITY_DN361_c0_g1_i1	GO:0006987	stress response	P
TRINITY_DN361_c0_g1_i2	GO:0006987	stress response	P
TRINITY_DN361_c0_g1_i3	GO:0006987	stress response	P
TRINITY_DN361_c0_g1_i4	GO:0006987	stress response	P
TRINITY_DN4004_c1_g1_i1	GO:0006990	stress response	P
TRINITY_DN4004_c1_g1_i13	GO:0006990	stress response	P
TRINITY_DN4004_c1_g1_i14	GO:0006990	stress response	P
TRINITY_DN4004_c1_g1_i5	GO:0006990	stress response	P
TRINITY_DN4004_c1_g1_i7	GO:0006990	stress response	P
TRINITY_DN4004_c1_g1_i8	GO:0006990	stress response	P
TRINITY_DN40_c0_g1_i3	GO:0006990	stress response	P
TRINITY_DN7617_c0_g1_i1	GO:0006990	stress response	P
TRINITY_DN7945_c0_g1_i1	GO:0006990	stress response	P
TRINITY_DN9963_c0_g1_i1	GO:0006990	stress response	P
TRINITY_DN26917_c0_g1_i1	GO:0006990	stress response	P
TRINITY_DN1972_c0_g1_i1	GO:0006995	stress response	P
TRINITY_DN1972_c0_g1_i2	GO:0006995	stress response	P
TRINITY_DN22577_c0_g1_i1	GO:0006995	stress response	P
TRINITY_DN3531_c0_g2_i9	GO:0006995	stress response	P
TRINITY_DN1444_c0_g2_i1	GO:0006995	stress response	P
