"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"148748","TRINITY_DN223_c1_g1_i19","gi|193075705|gb|EU794040.1|",1.08e-34,158,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"148749","TRINITY_DN223_c1_g1_i1","gi|995975384|gb|KU175342.1|",8.32e-76,297,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148752","TRINITY_DN223_c1_g1_i15","gi|193075705|gb|EU794040.1|",1.16e-39,176,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"148755","TRINITY_DN223_c1_g2_i3","gi|1208038703|gb|KY303919.1|",7.83e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148756","TRINITY_DN223_c1_g2_i4","gi|995975384|gb|KU175342.1|",4.09e-79,307,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148757","TRINITY_DN223_c1_g2_i1","gi|995975384|gb|KU175342.1|",5.05e-72,284,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148768","TRINITY_DN250_c2_g1_i7","gi|1238876225|ref|XM_013928113.2|",2.56e-32,152,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"148769","TRINITY_DN250_c2_g1_i8","gi|1238876225|ref|XM_013928113.2|",2.74e-32,152,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"148770","TRINITY_DN250_c0_g3_i2","gi|89078342|gb|DQ388800.1|",6.1e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148771","TRINITY_DN250_c0_g3_i1","gi|89078342|gb|DQ388800.1|",6.09e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148777","TRINITY_DN218_c0_g3_i1","gi|300136786|gb|GQ165621.2|",1.49e-59,242,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"148778","TRINITY_DN218_c1_g1_i3","gi|1143637413|gb|KX681676.1|",1.75e-25,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148779","TRINITY_DN218_c1_g1_i1","gi|1143637413|gb|KX681676.1|",1.83e-25,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148787","TRINITY_DN284_c0_g1_i1","gi|1066131|gb|L49023.1|HINMSATA",7.41e-23,122,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"148788","TRINITY_DN284_c0_g1_i5","gi|1066131|gb|L49023.1|HINMSATA",3.37e-27,134,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"148789","TRINITY_DN284_c0_g1_i4","gi|1066131|gb|L49023.1|HINMSATA",1.98e-27,136,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"148790","TRINITY_DN284_c0_g1_i7","gi|1066131|gb|L49023.1|HINMSATA",3.88e-28,136,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"148791","TRINITY_DN284_c1_g1_i2","gi|1066131|gb|L49023.1|HINMSATA",8.46e-24,122,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"148813","TRINITY_DN271_c0_g1_i8","gi|1300917305|gb|MF687491.1|",1.97e-141,515,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148814","TRINITY_DN271_c0_g1_i7","gi|1300917305|gb|MF687491.1|",5.42e-148,536,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148815","TRINITY_DN271_c0_g1_i6","gi|1300917305|gb|MF687491.1|",2.35e-107,401,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148816","TRINITY_DN271_c0_g1_i5","gi|1300917305|gb|MF687491.1|",6.66e-122,450,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148817","TRINITY_DN271_c0_g1_i1","gi|1300917305|gb|MF687491.1|",6.05e-123,453,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148818","TRINITY_DN271_c0_g1_i4","gi|1300917305|gb|MF687491.1|",1.34e-129,475,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148823","TRINITY_DN296_c0_g1_i1","gi|525346437|gb|KC793909.1|",2.76e-30,145,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148824","TRINITY_DN296_c0_g1_i2","gi|525346437|gb|KC793909.1|",2.97e-30,145,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148825","TRINITY_DN296_c0_g1_i5","gi|525346437|gb|KC793909.1|",2.6e-30,145,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148828","TRINITY_DN287_c0_g1_i18","gi|1338037667|gb|MF973063.1|",0,702,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148829","TRINITY_DN287_c0_g1_i3","gi|520188168|emb|HF952162.1|",6.38e-174,623,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148830","TRINITY_DN287_c0_g1_i7","gi|1338037667|gb|MF973063.1|",0,702,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148831","TRINITY_DN287_c0_g1_i16","gi|520188168|emb|HF952162.1|",6.35e-174,623,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148832","TRINITY_DN287_c0_g1_i6","gi|1338037667|gb|MF973063.1|",0,697,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148833","TRINITY_DN287_c0_g1_i9","gi|1338037667|gb|MF973063.1|",0,702,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148834","TRINITY_DN287_c0_g1_i8","gi|1338037667|gb|MF973063.1|",9.84e-42,181,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148835","TRINITY_DN287_c0_g1_i17","gi|1338037667|gb|MF973063.1|",0,652,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148836","TRINITY_DN287_c0_g1_i13","gi|1338037667|gb|MF973063.1|",0,702,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148837","TRINITY_DN287_c0_g1_i19","gi|1338037667|gb|MF973063.1|",0,652,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148838","TRINITY_DN287_c0_g1_i11","gi|1338037667|gb|MF973063.1|",0,686,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148839","TRINITY_DN287_c0_g1_i14","gi|1338037667|gb|MF973063.1|",0,686,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148841","TRINITY_DN215_c0_g3_i1","gi|1238886400|ref|XM_022399910.1|",8.01e-119,441,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"148852","TRINITY_DN257_c0_g1_i1","gi|110339424|gb|DQ667140.1|",0,1986,"6763","Callinectes sapidus","blue crab","Eukaryota"
"148853","TRINITY_DN257_c0_g1_i2","gi|110339424|gb|DQ667140.1|",0,1896,"6763","Callinectes sapidus","blue crab","Eukaryota"
"148925","TRINITY_DN295_c5_g1_i1","gi|401816687|gb|JX138966.1|",0,3294,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"148939","TRINITY_DN212_c0_g1_i2","gi|793970361|gb|KP161206.1|",2.9e-140,511,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148941","TRINITY_DN212_c0_g1_i3","gi|793970361|gb|KP161206.1|",0,2031,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148942","TRINITY_DN212_c0_g1_i6","gi|793970361|gb|KP161206.1|",0,2031,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148943","TRINITY_DN212_c0_g1_i11","gi|793970361|gb|KP161206.1|",0,1950,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148945","TRINITY_DN212_c0_g1_i4","gi|793970361|gb|KP161206.1|",0,2031,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148946","TRINITY_DN212_c0_g1_i10","gi|793970361|gb|KP161206.1|",0,1950,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148947","TRINITY_DN277_c0_g1_i5","gi|656365360|gb|KJ652971.1|",0,930,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148948","TRINITY_DN277_c0_g1_i5","gi|656365360|gb|KJ652971.1|",2.66e-102,385,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148949","TRINITY_DN277_c0_g1_i4","gi|930174216|gb|KR778887.1|",0,1321,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148950","TRINITY_DN277_c0_g1_i1","gi|656365360|gb|KJ652971.1|",0,930,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148951","TRINITY_DN277_c0_g1_i1","gi|656365360|gb|KJ652971.1|",5.32e-105,394,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"148952","TRINITY_DN277_c0_g1_i2","gi|930174216|gb|KR778887.1|",0,1317,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148970","TRINITY_DN40624_c0_g1_i1","gi|1108658586|gb|KX016785.1|",1.88e-42,183,"39395","Cancer borealis","Jonah crab","Eukaryota"
"148971","TRINITY_DN40643_c0_g1_i1","gi|1122815932|gb|KX785223.1|",3.9e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148972","TRINITY_DN40677_c0_g1_i1","gi|393827421|gb|JQ994480.1|",4.86e-92,349,"39395","Cancer borealis","Jonah crab","Eukaryota"
"148973","TRINITY_DN40649_c0_g1_i1","gi|1321070813|gb|MG722974.1|",4.37e-39,172,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"148975","TRINITY_DN14350_c1_g1_i1","gi|89078342|gb|DQ388800.1|",8.85e-22,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149009","TRINITY_DN31542_c0_g2_i2","gi|1122815932|gb|KX785223.1|",1.62e-24,123,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149010","TRINITY_DN31542_c0_g3_i1","gi|1122815932|gb|KX785223.1|",4.67e-61,246,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149114","TRINITY_DN22549_c0_g1_i2","gi|1102132689|gb|KU986883.1|",0,1058,"39395","Cancer borealis","Jonah crab","Eukaryota"
"149142","TRINITY_DN13432_c0_g3_i1","gi|338224460|gb|HM217877.1|",4.12e-26,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"149160","TRINITY_DN13461_c0_g1_i1","gi|906542626|gb|KJ728650.1|",7.51e-25,125,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"149708","TRINITY_DN13551_c1_g1_i1","gi|89078342|gb|DQ388800.1|",1.1e-38,172,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149709","TRINITY_DN13551_c0_g1_i1","gi|89078342|gb|DQ388800.1|",2.15e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149710","TRINITY_DN13551_c0_g3_i1","gi|89078342|gb|DQ388800.1|",2.89e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149711","TRINITY_DN13551_c0_g3_i2","gi|89078342|gb|DQ388800.1|",1.91e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149714","TRINITY_DN13509_c0_g1_i1","gi|262401316|gb|FJ774840.1|",5.86e-55,226,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"149732","TRINITY_DN30711_c0_g2_i1","gi|296785433|gb|HM053700.1|",8.95e-43,185,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"149740","TRINITY_DN3961_c2_g5_i2","gi|262401106|gb|FJ774734.1|",5.93e-143,520,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"149741","TRINITY_DN3961_c2_g5_i1","gi|262401106|gb|FJ774734.1|",2.84e-115,428,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"149898","TRINITY_DN3957_c0_g1_i4","gi|356483012|emb|HE608875.1|",0,818,"6755","Cancer pagurus","edible crab","Eukaryota"
"149899","TRINITY_DN3957_c0_g1_i2","gi|356483012|emb|HE608875.1|",0,856,"6755","Cancer pagurus","edible crab","Eukaryota"
"149900","TRINITY_DN3957_c0_g1_i3","gi|356483012|emb|HE608875.1|",0,818,"6755","Cancer pagurus","edible crab","Eukaryota"
"149905","TRINITY_DN3980_c0_g1_i1","gi|262301068|gb|GQ885554.1|",0,908,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"149906","TRINITY_DN3980_c0_g1_i2","gi|262301068|gb|GQ885554.1|",0,908,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"150143","TRINITY_DN4000_c0_g3_i1","gi|995975384|gb|KU175342.1|",1.22e-33,156,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150144","TRINITY_DN4023_c1_g2_i3","gi|1236765732|gb|MF686677.1|",2.9e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150145","TRINITY_DN4023_c1_g2_i2","gi|1236765732|gb|MF686677.1|",3.78e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150157","TRINITY_DN4061_c0_g1_i4","gi|89078342|gb|DQ388800.1|",2.44e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150158","TRINITY_DN4061_c0_g1_i1","gi|89078342|gb|DQ388800.1|",2.19e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150159","TRINITY_DN4061_c0_g1_i5","gi|89078342|gb|DQ388800.1|",3.18e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150160","TRINITY_DN4061_c0_g1_i8","gi|89078342|gb|DQ388800.1|",1.68e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150161","TRINITY_DN4061_c0_g1_i6","gi|89078342|gb|DQ388800.1|",2.81e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150162","TRINITY_DN4061_c0_g1_i3","gi|89078342|gb|DQ388800.1|",7.25e-25,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150180","TRINITY_DN12630_c1_g1_i2","gi|906542626|gb|KJ728650.1|",9.49e-34,156,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150182","TRINITY_DN12651_c0_g1_i2","gi|290566738|gb|GU479046.1|",0,969,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150188","TRINITY_DN12601_c1_g1_i3","gi|262401384|gb|FJ774874.1|",3.75e-146,531,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150213","TRINITY_DN12648_c0_g1_i1","gi|443614328|gb|JQ864189.1|",6.98e-36,161,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150230","TRINITY_DN37031_c0_g1_i1","gi|826135714|gb|KP795392.1|",1.19e-40,178,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150279","TRINITY_DN54211_c0_g1_i1","gi|125710715|gb|EF375491.1|",7.36e-36,163,"6763","Callinectes sapidus","blue crab","Eukaryota"
"150337","TRINITY_DN666_c0_g1_i3","gi|392303560|gb|JX102593.1|",1.83e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150338","TRINITY_DN666_c0_g1_i2","gi|392303560|gb|JX102593.1|",8.01e-21,113,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150353","TRINITY_DN693_c0_g2_i1","gi|375173475|gb|JF412650.1|",6.42e-86,331,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"150359","TRINITY_DN674_c0_g1_i3","gi|1208038703|gb|KY303919.1|",2.59e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150360","TRINITY_DN674_c0_g1_i6","gi|219937541|emb|AM231066.1|",3.01e-69,273,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"150363","TRINITY_DN674_c0_g1_i4","gi|219937541|emb|AM231066.1|",3.48e-69,273,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"150368","TRINITY_DN658_c0_g1_i7","gi|971533767|gb|KU214500.1|",0,798,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"150370","TRINITY_DN658_c0_g1_i5","gi|971533767|gb|KU214500.1|",0,798,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"150430","TRINITY_DN604_c0_g4_i1","gi|89078342|gb|DQ388800.1|",4.4e-30,143,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150441","TRINITY_DN604_c0_g2_i1","gi|1122815932|gb|KX785223.1|",6.09e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150474","TRINITY_DN604_c0_g2_i4","gi|1122815932|gb|KX785223.1|",6.02e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150478","TRINITY_DN604_c0_g1_i2","gi|89078342|gb|DQ388800.1|",6.27e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150479","TRINITY_DN604_c0_g1_i1","gi|89078342|gb|DQ388800.1|",6.52e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150480","TRINITY_DN604_c0_g3_i1","gi|89078342|gb|DQ388800.1|",4.08e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150481","TRINITY_DN604_c2_g1_i1","gi|89078342|gb|DQ388800.1|",3.21e-28,138,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150495","TRINITY_DN613_c0_g1_i2","gi|294860855|gb|GQ303564.1|",2.57e-71,280,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150496","TRINITY_DN613_c0_g1_i1","gi|294860855|gb|GQ303564.1|",3.62e-71,280,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150498","TRINITY_DN613_c0_g1_i6","gi|294860855|gb|GQ303564.1|",2.03e-68,271,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150499","TRINITY_DN613_c0_g1_i8","gi|294860855|gb|GQ303564.1|",2.42e-71,280,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150507","TRINITY_DN648_c3_g3_i1","gi|89078342|gb|DQ388800.1|",3.04e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150508","TRINITY_DN648_c1_g2_i1","gi|1208038703|gb|KY303919.1|",6.91e-36,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150509","TRINITY_DN648_c1_g2_i1","gi|1208038703|gb|KY303919.1|",4.08e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150510","TRINITY_DN648_c1_g2_i1","gi|1208038703|gb|KY303919.1|",4.08e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150511","TRINITY_DN648_c3_g1_i6","gi|338224404|gb|HM217846.1|",5.21e-178,637,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150512","TRINITY_DN648_c3_g1_i4","gi|338224404|gb|HM217846.1|",5.21e-178,637,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150513","TRINITY_DN648_c3_g1_i3","gi|338224404|gb|HM217846.1|",5.32e-178,637,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150514","TRINITY_DN648_c3_g1_i2","gi|338224404|gb|HM217846.1|",5.32e-178,637,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150515","TRINITY_DN648_c3_g4_i1","gi|89078342|gb|DQ388800.1|",3.41e-30,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150516","TRINITY_DN648_c3_g2_i1","gi|89078342|gb|DQ388800.1|",1.03e-36,165,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150575","TRINITY_DN618_c2_g2_i1","gi|906542626|gb|KJ728650.1|",3.27e-34,156,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150616","TRINITY_DN622_c0_g2_i1","gi|89078342|gb|DQ388800.1|",1.22e-27,136,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150622","TRINITY_DN679_c0_g1_i2","gi|268588964|gb|FJ825623.1|",0,1305,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150623","TRINITY_DN679_c0_g1_i1","gi|268588964|gb|FJ825623.1|",0,1305,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150701","TRINITY_DN3157_c0_g2_i2","gi|89078342|gb|DQ388800.1|",3.14e-48,203,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150702","TRINITY_DN3157_c0_g2_i1","gi|89078342|gb|DQ388800.1|",1.51e-52,217,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150722","TRINITY_DN3109_c0_g1_i1","gi|389504781|gb|JN803927.1|",5.48e-33,152,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"150740","TRINITY_DN3125_c0_g1_i2","gi|388548525|gb|JQ061292.1|",0,3009,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150741","TRINITY_DN3125_c0_g1_i1","gi|388548525|gb|JQ061292.1|",0,3113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150742","TRINITY_DN3125_c0_g1_i3","gi|388548525|gb|JQ061292.1|",0,3113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150764","TRINITY_DN3183_c0_g1_i5","gi|262304354|gb|GQ887197.1|",0,686,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"150765","TRINITY_DN3183_c0_g1_i4","gi|262304354|gb|GQ887197.1|",0,686,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"150786","TRINITY_DN45258_c0_g1_i1","gi|1321408069|gb|MG386506.1|",1.29e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150830","TRINITY_DN11861_c0_g1_i1","gi|392303590|gb|JX102623.1|",2.56e-47,201,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150831","TRINITY_DN11861_c0_g1_i1","gi|392303590|gb|JX102623.1|",1.09e-26,132,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150855","TRINITY_DN11806_c0_g1_i5","gi|1122815932|gb|KX785223.1|",5.44e-25,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150856","TRINITY_DN11806_c0_g1_i8","gi|1122815932|gb|KX785223.1|",6.68e-24,122,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"150866","TRINITY_DN11882_c0_g1_i16","gi|262401310|gb|FJ774837.1|",2.26e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150867","TRINITY_DN11882_c0_g1_i15","gi|262401310|gb|FJ774837.1|",2.59e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150868","TRINITY_DN11882_c0_g1_i1","gi|262401310|gb|FJ774837.1|",2.38e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150869","TRINITY_DN11882_c0_g1_i9","gi|262401310|gb|FJ774837.1|",2.5e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150870","TRINITY_DN11882_c0_g1_i6","gi|262401310|gb|FJ774837.1|",2.5e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150871","TRINITY_DN11882_c0_g1_i12","gi|262401310|gb|FJ774837.1|",2.38e-47,203,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150874","TRINITY_DN11858_c0_g1_i3","gi|1228417853|gb|KY933396.1|",8.46e-121,446,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150875","TRINITY_DN11858_c0_g1_i8","gi|1228417853|gb|KY933396.1|",8.42e-121,446,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150876","TRINITY_DN11858_c0_g1_i5","gi|1228417853|gb|KY933396.1|",8.45e-121,446,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150877","TRINITY_DN11858_c0_g1_i2","gi|1228417853|gb|KY933396.1|",5.13e-121,446,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150882","TRINITY_DN11860_c1_g1_i1","gi|315452125|gb|HM627758.1|",3.63e-24,123,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"150918","TRINITY_DN11903_c0_g1_i4","gi|193075705|gb|EU794040.1|",1.37e-30,147,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"150958","TRINITY_DN11960_c0_g1_i1","gi|224552884|gb|FJ646615.1|",3.97e-162,583,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150987","TRINITY_DN11922_c1_g2_i1","gi|1149117956|gb|KY348742.1|",1.23e-157,569,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"150992","TRINITY_DN11941_c0_g1_i1","gi|262301360|gb|GQ885700.1|",0,744,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"150998","TRINITY_DN53429_c0_g1_i1","gi|338224433|gb|HM217862.1|",3.09e-35,159,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"151004","TRINITY_DN53438_c0_g1_i1","gi|262400970|gb|FJ774665.1|",4.53e-153,553,"85552","Scylla paramamosain","green mud crab","Eukaryota"
