Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN19156_c0_g1_i1	161.3715995	5.632446504	1.089008258	5.172087962	2.31e-07	1.35e-05	sp	Q6FNV4	SC131_CANGA	41.1	124	70	3	334	696	141	264	8.3e-19	95.5	SC131_CANGA	reviewed	Protein transport protein SEC13-1	SEC131 CAGL0J08778g	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)	298	COPII-coated vesicle budding [GO:0090114]; mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; positive regulation of GTPase activity [GO:0043547]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription, DNA-templated [GO:0045893]; protein transport [GO:0015031]; ubiquitin-dependent ERAD pathway [GO:0030433]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; nuclear pore outer ring [GO:0031080]; Seh1-associated complex [GO:0035859]	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; nuclear pore outer ring [GO:0031080]; Seh1-associated complex [GO:0035859]; identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]; COPII-coated vesicle budding [GO:0090114]; mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; positive regulation of GTPase activity [GO:0043547]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription, DNA-templated [GO:0045893]; protein transport [GO:0015031]; ubiquitin-dependent ERAD pathway [GO:0030433]	GO:0000139; GO:0005198; GO:0005789; GO:0015031; GO:0030127; GO:0030433; GO:0031080; GO:0031081; GO:0035859; GO:0042802; GO:0043547; GO:0045893; GO:0051028; GO:0090114; GO:1904263
TRINITY_DN1924_c1_g1_i8	13.25667061	-7.319101359	2.295597366	-3.18832103	0.001431016	0.037722416	sp	Q6AY40	JMJD8_RAT	55.4	213	95	0	107	745	58	270	2.9e-69	263.8	JMJD8_RAT	reviewed	JmjC domain-containing protein 8 (Jumonji domain-containing protein 8)	Jmjd8	Rattus norvegicus (Rat)	291					
TRINITY_DN19247_c0_g1_i1	162.5321068	6.406128058	0.992788496	6.452661449	1.1e-10	2.12e-08	sp	Q9PYY5	CATV_GVXN	47.7	86	43	1	487	236	261	346	6e-16	85.5	CATV_GVXN	reviewed	Viral cathepsin (V-cath) (EC 3.4.22.50) (Cysteine proteinase) (CP)	VCATH 58	Xestia c-nigrum granulosis virus (XnGV) (Xestia c-nigrum granulovirus)	346			cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]	GO:0008234
TRINITY_DN19282_c0_g1_i1	65.07052891	5.27733219	1.179870488	4.472806333	7.72e-06	0.000318267	sp	Q8JIS3	DER_CHICK	60.7	117	46	0	2	352	127	243	4.6e-36	152.1	DER_CHICK	reviewed	D-erythrulose reductase (EC 1.1.1.162) (Probable L-xylulose reductase) (XR) (EC 1.1.1.10)	DER	Gallus gallus (Chicken)	246	D-xylose metabolic process [GO:0042732]; glucose metabolic process [GO:0006006]; protein homotetramerization [GO:0051289]; xylulose metabolic process [GO:0005997]	cytoplasmic microtubule [GO:0005881]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	erythrulose reductase activity [GO:0047880]; identical protein binding [GO:0042802]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]	cytoplasmic microtubule [GO:0005881]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; erythrulose reductase activity [GO:0047880]; identical protein binding [GO:0042802]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; D-xylose metabolic process [GO:0042732]; glucose metabolic process [GO:0006006]; protein homotetramerization [GO:0051289]; xylulose metabolic process [GO:0005997]	GO:0005634; GO:0005881; GO:0005997; GO:0006006; GO:0016655; GO:0042732; GO:0042802; GO:0047880; GO:0050038; GO:0051289; GO:0070062
TRINITY_DN19312_c0_g1_i1	116.4557331	7.271114943	1.109003464	6.556440243	5.51e-11	1.23e-08	sp	Q9USM6	CYB52_SCHPO	42.4	66	38	0	205	8	7	72	1.4e-09	63.5	CYB52_SCHPO	reviewed	Probable cytochrome b5 2	oca8 SPCC16A11.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	129	ergosterol biosynthetic process [GO:0006696]; oxidation-reduction process [GO:0055114]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; organelle membrane [GO:0031090]	electron carrier activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; organelle membrane [GO:0031090]; electron carrier activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; ergosterol biosynthetic process [GO:0006696]; oxidation-reduction process [GO:0055114]	GO:0005739; GO:0005789; GO:0006696; GO:0009055; GO:0016021; GO:0020037; GO:0031090; GO:0046872; GO:0055114
TRINITY_DN1943_c0_g1_i4	134.4191223	23.15410617	4.785103174	4.838789328	1.31e-06	6.44e-05	sp	Q6YKA8	DRK_DROSI	85.3	211	31	0	256	888	1	211	3.1e-108	393.7	DRK_DROSI	reviewed	Protein E(sev)2B (Downstream of receptor kinase) (Protein enhancer of sevenless 2B) (SH2-SH3 adapter protein drk)	drk E(sev)2B	Drosophila simulans (Fruit fly)	211		plasma membrane [GO:0005886]	SH3/SH2 adaptor activity [GO:0005070]; signal transducer activity [GO:0004871]	plasma membrane [GO:0005886]; SH3/SH2 adaptor activity [GO:0005070]; signal transducer activity [GO:0004871]	GO:0004871; GO:0005070; GO:0005886
TRINITY_DN1946_c0_g1_i1	19.2334989	7.617405543	2.140439168	3.558804967	0.000372546	0.011049952	sp	Q8IY22	CMIP_HUMAN	47.7	696	269	7	256	2067	81	773	1.3e-177	624.8	CMIP_HUMAN	reviewed	C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip)	CMIP KIAA1694 TCMIP	Homo sapiens (Human)	773		cytosol [GO:0005829]; nucleoplasm [GO:0005654]		cytosol [GO:0005829]; nucleoplasm [GO:0005654]	GO:0005654; GO:0005829
TRINITY_DN19528_c0_g1_i1	129.3486643	7.025865992	1.051883331	6.679320591	2.4e-11	6.21e-09	sp	Q54QS3	DDX3_DICDI	50	86	33	1	3	230	281	366	1.3e-16	86.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19757_c0_g1_i1	139.1583494	6.031204316	1.077985083	5.594886619	2.21e-08	1.84e-06	sp	Q26563	CATC_SCHMA	42.2	116	61	2	2	331	333	448	2.6e-18	93.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1982_c0_g1_i10	44.4920859	6.490254473	1.543941903	4.203690865	2.63e-05	0.000951009	sp	Q8BH64	EHD2_MOUSE	27.9	172	100	8	618	145	61	222	4.2e-07	57	EHD2_MOUSE	reviewed	EH domain-containing protein 2	Ehd2	Mus musculus (Mouse)	543	cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; plasma membrane tubulation [GO:0097320]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to plasma membrane [GO:0072659]	caveola [GO:0005901]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; protein domain specific binding [GO:0019904]	caveola [GO:0005901]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; protein domain specific binding [GO:0019904]; cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; plasma membrane tubulation [GO:0097320]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to plasma membrane [GO:0072659]	GO:0005509; GO:0005524; GO:0005525; GO:0005829; GO:0005886; GO:0005901; GO:0006897; GO:0015630; GO:0016020; GO:0016787; GO:0019898; GO:0019904; GO:0030866; GO:0032456; GO:0045171; GO:0048471; GO:0055038; GO:0070062; GO:0072659; GO:0097320; GO:1901741; GO:2001137
TRINITY_DN19841_c0_g1_i1	26.8121326	8.096593124	1.996174793	4.056054185	4.99e-05	0.001715799	sp	P11586	C1TC_HUMAN	47.5	160	78	4	480	4	85	239	2.6e-35	149.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19872_c0_g1_i1	256.0112439	5.611303577	1.152235531	4.869927568	1.12e-06	5.63e-05	sp	Q56P03	EAPP_HUMAN	33	91	31	2	185	3	193	283	9.4e-08	57	EAPP_HUMAN	reviewed	E2F-associated phosphoprotein (EAPP)	EAPP C14orf11 BM-036	Homo sapiens (Human)	285	negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	cytoplasm [GO:0005737]; nucleus [GO:0005634]		cytoplasm [GO:0005737]; nucleus [GO:0005634]; negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	GO:0005634; GO:0005737; GO:0008284; GO:0032968; GO:0034244
TRINITY_DN19894_c0_g1_i1	31.30088568	6.903627483	1.755683229	3.932160067	8.42e-05	0.002763802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19954_c0_g1_i1	39.94996071	7.255618337	1.705350984	4.254618789	2.09e-05	0.00077551	sp	P24346	DDX3_XENLA	57.9	126	53	0	379	2	321	446	3.1e-36	152.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19992_c0_g1_i1	83.29785216	7.361671719	1.28705826	5.719765723	1.07e-08	9.71e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20163_c0_g1_i1	128.9559436	8.942183804	1.531947686	5.837133921	5.31e-09	5.47e-07	sp	P0CL95	APTH1_CRYNB	41.9	136	69	2	103	501	11	139	1.9e-20	100.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20203_c0_g1_i1	168.9843368	6.636353362	0.948686071	6.995310214	2.65e-12	1.06e-09	sp	Q9LT08	PSDE_ARATH	76.9	78	18	0	236	3	169	246	1.5e-28	126.3	PSDE_ARATH	reviewed	26S proteasome non-ATPase regulatory subunit 14 homolog (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (AtRPN11)	RPN11 At5g23540 MQM1.19	Arabidopsis thaliana (Mouse-ear cress)	308	protein catabolic process [GO:0030163]; response to salt stress [GO:0009651]	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; protein catabolic process [GO:0030163]; response to salt stress [GO:0009651]	GO:0000502; GO:0005634; GO:0005829; GO:0008237; GO:0009651; GO:0030163; GO:0046872
TRINITY_DN20230_c0_g1_i1	91.4043964	6.529948046	1.099474308	5.939154739	2.86e-09	3.28e-07	sp	P0DOM7	KITH_VAR67	52.3	111	53	0	443	111	66	176	7.9e-31	134.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20301_c0_g1_i1	91.44513452	9.865522816	1.629434602	6.054568131	1.41e-09	1.81e-07	sp	Q9VIK9	EFNMT_DROME	58.4	77	27	2	332	117	51	127	6.8e-19	94.7	MET13_DROME	reviewed	Methyltransferase-like protein 13 (EC 2.1.1.-)	CG2614	Drosophila melanogaster (Fruit fly)	673			methyltransferase activity [GO:0008168]	methyltransferase activity [GO:0008168]	GO:0008168
TRINITY_DN2037_c0_g1_i5	27.34731128	-8.359940266	1.95502465	-4.276130364	1.9e-05	0.000713681	sp	Q17QG5	UB2G2_BOVIN	86.2	80	11	0	185	424	1	80	1.3e-35	151.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20423_c0_g1_i1	248.4882551	5.567440762	1.151709942	4.834065034	1.34e-06	6.56e-05	sp	P33672	PSB3_BOVIN	69.6	69	20	1	208	2	7	74	1.7e-20	99.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20434_c0_g1_i1	94.21871676	6.969749094	1.140300815	6.11220215	9.83e-10	1.33e-07	sp	Q8BP78	F10C1_MOUSE	55.5	119	52	1	3	356	107	225	4.2e-37	155.6	F10C1_MOUSE	reviewed	Protein FRA10AC1 homolog	Fra10ac1	Mus musculus (Mouse)	315		nucleus [GO:0005634]		nucleus [GO:0005634]	GO:0005634
TRINITY_DN2049_c0_g1_i1	22.11929963	7.818991534	2.062747938	3.790570524	0.000150302	0.00477493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2049_c0_g1_i3	63.32222199	-5.027310265	1.558506157	-3.225723712	0.001256546	0.033573336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20559_c0_g1_i1	33.190872	8.403731816	1.846704491	4.550664092	5.35e-06	0.000226643	sp	Q9DBL7	COASY_MOUSE	43.2	139	76	1	414	7	413	551	1.8e-24	113.6	COASY_MOUSE	reviewed	Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	Coasy Ukr1	Mus musculus (Mouse)	563	coenzyme A biosynthetic process [GO:0015937]	extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]	ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]	extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]	GO:0004140; GO:0004595; GO:0005524; GO:0005759; GO:0015937; GO:0070062
TRINITY_DN20565_c0_g1_i1	122.4662009	5.839874333	1.051510213	5.553797063	2.8e-08	2.26e-06	sp	Q5T280	CI114_HUMAN	52.5	122	48	4	353	3	253	369	4.6e-26	118.6	CI114_HUMAN	reviewed	Putative methyltransferase C9orf114 (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (SPOUT domain-containing methyltransferase 1)	SPOUT1 C9orf114	Homo sapiens (Human)	376	cell cycle [GO:0007049]; cell division [GO:0051301]; maintenance of centrosome location [GO:0051661]	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; spindle pole centrosome [GO:0031616]	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; spindle pole centrosome [GO:0031616]; methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; cell cycle [GO:0007049]; cell division [GO:0051301]; maintenance of centrosome location [GO:0051661]	GO:0000776; GO:0000777; GO:0003723; GO:0005737; GO:0007049; GO:0008168; GO:0031616; GO:0051301; GO:0051661; GO:0072686
TRINITY_DN20665_c0_g1_i1	54.4392886	5.486782109	1.21756877	4.506342676	6.6e-06	0.000276545	sp	Q54Y32	MPL3_DICDI	47.6	63	33	0	238	50	709	771	5.9e-09	61.2	MPL3_DICDI	reviewed	MAP kinase phosphatase with leucine-rich repeats protein 3 (EC 3.1.3.16) (EC 3.1.3.48)	mpl3 DDB_G0278445	Dictyostelium discoideum (Slime mold)	856			protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]	protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]	GO:0004725; GO:0008138
TRINITY_DN20695_c0_g1_i1	48.30682115	7.527576423	1.64829491	4.566886895	4.95e-06	0.000212082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20737_c0_g1_i1	343.4043905	7.169092271	0.885224432	8.098615461	5.56e-16	1.56e-12	sp	Q9NRW7	VPS45_HUMAN	43.6	165	83	5	606	133	386	547	5.4e-30	132.5	VPS45_HUMAN	reviewed	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45 VPS45A VPS45B	Homo sapiens (Human)	570	blood coagulation [GO:0007596]; intracellular protein transport [GO:0006886]; vesicle docking involved in exocytosis [GO:0006904]	endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]		endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; blood coagulation [GO:0007596]; intracellular protein transport [GO:0006886]; vesicle docking involved in exocytosis [GO:0006904]	GO:0000139; GO:0005794; GO:0006886; GO:0006904; GO:0007596; GO:0010008; GO:0016021
TRINITY_DN20744_c0_g1_i1	65.24613929	7.962427128	1.626088251	4.896675886	9.75e-07	5.03e-05	sp	Q9PW28	IF4EB_DANRE	52.9	68	32	0	206	3	49	116	6.4e-15	80.9	IF4EB_DANRE	reviewed	Eukaryotic translation initiation factor 4E-1B (eIF4E) (eIF4E-1B)	eif4e1b	Danio rerio (Zebrafish) (Brachydanio rerio)	214	regulation of translation [GO:0006417]	eukaryotic translation initiation factor 4F complex [GO:0016281]; mRNA cap binding complex [GO:0005845]; nucleus [GO:0005634]	translation initiation factor activity [GO:0003743]	eukaryotic translation initiation factor 4F complex [GO:0016281]; mRNA cap binding complex [GO:0005845]; nucleus [GO:0005634]; translation initiation factor activity [GO:0003743]; regulation of translation [GO:0006417]	GO:0003743; GO:0005634; GO:0005845; GO:0006417; GO:0016281
TRINITY_DN20757_c0_g1_i1	81.68633398	6.062210974	1.098044512	5.520915508	3.37e-08	2.64e-06	sp	O74777	KRR1_SCHPO	59.7	72	29	0	217	2	19	90	9.7e-21	100.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20762_c0_g1_i1	25.51723037	8.023244846	1.981530143	4.049014785	5.14e-05	0.001752935	sp	P35447	SPON1_XENLA	29.5	224	120	7	593	12	558	773	1.2e-21	104.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20846_c0_g1_i1	85.27824594	7.403291821	1.328481905	5.572745698	2.51e-08	2.05e-06	sp	P07850	SUOX_CHICK	44.4	126	69	1	31	408	7	131	3e-29	129.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20852_c0_g1_i1	39.67699076	6.310004082	1.461218733	4.318315896	1.57e-05	0.00059803	sp	Q9FAF8	PFP_PORGN	28.4	88	63	0	270	7	408	495	6.8e-08	58.2	PFP_PORGN	reviewed	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (EC 2.7.1.90) (6-phosphofructokinase, pyrophosphate dependent) (PPi-dependent phosphofructokinase) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)	pfp pfk	Porphyromonas gingivalis	549	fructose 6-phosphate metabolic process [GO:0006002]	cytoplasm [GO:0005737]	6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872]	cytoplasm [GO:0005737]; 6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872]; fructose 6-phosphate metabolic process [GO:0006002]	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872; GO:0047334
TRINITY_DN209_c0_g1_i1	44.98124459	8.841544776	1.768161788	5.000416159	5.72e-07	3.09e-05	sp	Q6AYH6	EMC10_RAT	29.5	193	126	5	617	60	52	241	8e-15	82.4	EMC10_RAT	reviewed	ER membrane protein complex subunit 10	Emc10 Inm02	Rattus norvegicus (Rat)	258		ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]		ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]	GO:0016021; GO:0072546
TRINITY_DN20919_c0_g1_i1	24.08795712	7.940929881	1.960228606	4.051022344	5.1e-05	0.001740979	sp	Q14409	GLPK3_HUMAN	55.2	143	59	3	414	1	84	226	7.1e-42	171.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2098_c0_g1_i2	21.98984666	7.809233392	2.00275183	3.899251657	9.65e-05	0.003131163	sp	Q9UJX2	CDC23_HUMAN	50.4	605	274	6	2013	214	10	593	5.2e-165	582.8	CDC23_HUMAN	reviewed	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	CDC23 ANAPC8	Homo sapiens (Human)	597	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cell cycle [GO:0000278]; mitotic metaphase plate congression [GO:0007080]; negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]; positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition [GO:0051437]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of exit from mitosis [GO:0007096]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051439]; ubiquitin-dependent protein catabolic process [GO:0006511]	anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleoplasm [GO:0005654]	ubiquitin-protein transferase activity [GO:0004842]	anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleoplasm [GO:0005654]; ubiquitin-protein transferase activity [GO:0004842]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cell cycle [GO:0000278]; mitotic metaphase plate congression [GO:0007080]; negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]; positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition [GO:0051437]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of exit from mitosis [GO:0007096]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051439]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000278; GO:0004842; GO:0005622; GO:0005654; GO:0005680; GO:0005829; GO:0006511; GO:0007080; GO:0007091; GO:0007096; GO:0030071; GO:0031145; GO:0042787; GO:0043161; GO:0051301; GO:0051436; GO:0051437; GO:0051439; GO:0070979
